"logoPlanID","policyS3LogoMappingID","pbp","cmsContractNumber","carrier","account","group","displayPlanName","isDefaultLogo","validFrom","validTill","createdAt","createdBy","updatedAt","updatedBy","legacyLogoID","isDeleted","s3LogoMappingID","policyID","policyS3LogoID","createdAt-2","createdBy-2","updatedAt-2","updatedBy-2","policyS3LogoID-2","s3LogoName","s3LogoURL","createdAt-3","createdBy-3","updatedAt-3","updatedBy-3","policyID-2","policyName","policyTypeID","IsMedicarePolicy","createdAt-4","createdBy-4","updatedAt-4","updatedBy-4","contractID","contractID-2","contractName","clientID","clientID-2","clientName"
9745,2245,NULL,NULL,"2FFA","EX352222","053","Wellcare No Premium (HMO)",False,"2024-01-01 05:00:00+00","2024-01-30 04:59:59.999+00","2023-12-19 20:46:02.371939+00","397267","2024-01-27 04:37:32.93656+00","316544",NULL,False,2245,2069,763,"2023-12-19 20:45:07.190461+00","397267","2023-12-19 20:45:07.190461+00",NULL,763,"Wellcare_By_Allwell 22 .jpg","https://cc-policy-config-logos-prod.s3.amazonaws.com/Wellcare_By_Allwell%2022%20.jpg","2022-12-19 19:48:27.824034+00","441324","2022-12-19 19:48:27.824034+00",NULL,2069,"ESI - Centene - H0351",6,True,"2023-11-16 21:59:28.851002+00",NULL,"2023-11-16 21:59:28.851002+00",NULL,209,209,"Express Scripts",234,234,"Express Scripts"
9494,2170,NULL,NULL,"2FFA","EX352277","211","Wellcare No Premium (HMO)",False,"2024-01-01 05:00:00+00","2024-01-30 04:59:59.999+00","2023-12-19 17:25:15.373268+00","450972","2024-01-27 04:40:13.127701+00","316544",NULL,False,2170,2077,746,"2023-12-19 17:13:34.303206+00","450972","2023-12-19 17:13:34.303206+00",NULL,746,"Wellcare_Logo 22.jpg","https://cc-policy-config-logos-prod.s3.amazonaws.com/Wellcare_Logo%2022.jpg","2022-12-18 23:50:52.552676+00","441324","2022-12-18 23:50:52.552676+00",NULL,2077,"ESI - Centene - H1032",6,True,"2023-11-16 22:05:08.96642+00",NULL,"2023-11-16 22:05:08.96642+00",NULL,209,209,"Express Scripts",234,234,"Express Scripts"
9491,2170,NULL,NULL,"2FFA","EX352279","213","Wellcare No Premium (HMO)",False,"2024-01-01 05:00:00+00","2024-01-30 04:59:59.999+00","2023-12-19 17:24:13.575065+00","450972","2024-01-27 04:40:16.028209+00","316544",NULL,False,2170,2077,746,"2023-12-19 17:13:34.303206+00","450972","2023-12-19 17:13:34.303206+00",NULL,746,"Wellcare_Logo 22.jpg","https://cc-policy-config-logos-prod.s3.amazonaws.com/Wellcare_Logo%2022.jpg","2022-12-18 23:50:52.552676+00","441324","2022-12-18 23:50:52.552676+00",NULL,2077,"ESI - Centene - H1032",6,True,"2023-11-16 22:05:08.96642+00",NULL,"2023-11-16 22:05:08.96642+00",NULL,209,209,"Express Scripts",234,234,"Express Scripts"
9623,2204,NULL,NULL,"2FFA","EX352350","005","Wellcare No Premium (HMO)",False,"2024-01-01 05:00:00+00","2024-01-30 04:59:59.999+00","2023-12-19 18:47:24.821281+00","450972","2024-01-27 04:47:35.571257+00","316544",NULL,False,2204,2109,746,"2023-12-19 18:47:06.667743+00","450972","2023-12-19 18:47:06.667743+00",NULL,746,"Wellcare_Logo 22.jpg","https://cc-policy-config-logos-prod.s3.amazonaws.com/Wellcare_Logo%2022.jpg","2022-12-18 23:50:52.552676+00","441324","2022-12-18 23:50:52.552676+00",NULL,2109,"ESI - Centene - H5087",6,True,"2023-11-16 22:33:26.991941+00",NULL,"2023-11-16 22:33:26.991941+00",NULL,209,209,"Express Scripts",234,234,"Express Scripts"
9257,2116,NULL,NULL,"2FRA","EX355157","007","Wellcare All Dual Assure (HMO D-SNP)",False,"2024-01-01 05:00:00+00","2024-01-30 04:59:59.999+00","2023-12-18 19:01:31.050744+00","216672","2024-01-27 04:53:18.389609+00","316544",NULL,False,2116,2131,746,"2023-12-18 18:59:52.847024+00","216672","2023-12-18 18:59:52.847024+00",NULL,746,"Wellcare_Logo 22.jpg","https://cc-policy-config-logos-prod.s3.amazonaws.com/Wellcare_Logo%2022.jpg","2022-12-18 23:50:52.552676+00","441324","2022-12-18 23:50:52.552676+00",NULL,2131,"ESI - Centene - H6975",6,True,"2023-11-17 18:09:43.761622+00",NULL,"2023-11-17 18:09:43.761622+00",NULL,209,209,"Express Scripts",234,234,"Express Scripts"
9376,2142,NULL,NULL,"2FGA","EX352767","213","Wellcare Medicare Rx Value Plus (PDP)",False,"2024-01-01 05:00:00+00","2024-02-01 04:59:59.999+00","2023-12-19 01:47:10.601744+00","216672","2024-02-01 02:18:52.26626+00","216672",NULL,False,2142,2155,746,"2023-12-18 20:01:07.847761+00","216672","2023-12-18 20:01:07.847761+00",NULL,746,"Wellcare_Logo 22.jpg","https://cc-policy-config-logos-prod.s3.amazonaws.com/Wellcare_Logo%2022.jpg","2022-12-18 23:50:52.552676+00","441324","2022-12-18 23:50:52.552676+00",NULL,2155,"ESI - Centene - S4802",6,True,"2023-11-18 01:00:23.806662+00",NULL,"2023-11-18 01:00:23.806662+00",NULL,209,209,"Express Scripts",234,234,"Express Scripts"
9047,2043,NULL,NULL,"7319",NULL,NULL,"Express Scripts Medicare( R ) (PDP) for Jefferson-Lewis et. al. School Employees' Healthcare Plan",False,"2023-11-11 05:00:00+00",NULL,"2023-11-10 18:24:48.164969+00","216672","2023-11-10 18:24:48.164969+00",NULL,NULL,False,2043,2007,862,"2023-11-10 18:24:34.002341+00","216672","2023-11-10 18:24:34.002341+00",NULL,862,"LOG_7319_EM_MTM2024_1_000.jpg","https://cc-policy-config-logos-prod.s3.amazonaws.com/LOG_7319_EM_MTM2024_1_000.jpg","2023-11-10 18:24:34.002341+00","216672","2023-11-10 18:24:34.002341+00",NULL,2007,"ESI - EGWP - S5660",6,True,"2023-10-19 21:35:11.107442+00",NULL,"2023-10-19 21:35:11.107442+00",NULL,209,209,"Express Scripts",234,234,"Express Scripts"
9160,2056,NULL,NULL,"7088",NULL,NULL,"The California Teachers Association Employees’ Health and Welfare Benefits Trust",False,"2023-11-14 05:00:00+00",NULL,"2023-11-13 15:02:49.121963+00","346159","2023-11-13 15:02:49.121963+00",NULL,NULL,False,2056,2007,875,"2023-11-10 18:43:45.370867+00","216672","2023-11-10 18:43:45.370867+00",NULL,875,"LOG_ESIM_MTM2024_1_000.jpg","https://cc-policy-config-logos-prod.s3.amazonaws.com/LOG_ESIM_MTM2024_1_000.jpg","2023-11-10 18:43:45.370867+00","216672","2023-11-10 18:43:45.370867+00",NULL,2007,"ESI - EGWP - S5660",6,True,"2023-10-19 21:35:11.107442+00",NULL,"2023-10-19 21:35:11.107442+00",NULL,209,209,"Express Scripts",234,234,"Express Scripts"
8026,1370,NULL,"H5826",NULL,NULL,NULL,"Community Health Plan of Washington Medicare Advantage",False,"2021-11-18 05:00:00+00","2024-01-01 04:59:59.999+00","2022-09-28 16:17:13.651808+00",NULL,"2023-12-18 15:06:31.542409+00","216672",7409,False,1370,1650,599,"2021-11-18 03:43:39.468743+00",NULL,"2021-11-18 03:43:39.468743+00",NULL,599,"CHPW MA_logo_Black.jpg","https://cc-policy-config-logos-prod.s3.amazonaws.com/CHPW%20MA_logo_Black.jpg","2021-11-18 03:43:39.468743+00",NULL,"2021-11-18 03:43:39.468743+00",NULL,1650,"ESI - Community Health Plan of Washington - H5826",6,True,"2021-10-02 01:20:59.541206+00",NULL,"2021-11-03 20:34:21.706811+00",NULL,209,209,"Express Scripts",234,234,"Express Scripts"
9258,2117,NULL,NULL,"2FFA","EX352499","001","Wellcare No Premium Open (PPO)",False,"2024-01-01 05:00:00+00","2024-01-30 04:59:59.999+00","2023-12-18 19:02:36.854023+00","216672","2024-01-27 04:53:42.237376+00","316544",NULL,False,2117,2132,742,"2023-12-18 19:02:18.717272+00","216672","2023-12-18 19:02:18.717272+00",NULL,742,"Wellcare_By_Allwell 22.jpg","https://cc-policy-config-logos-prod.s3.amazonaws.com/Wellcare_By_Allwell%2022.jpg","2022-12-18 22:45:54.155494+00","441324","2022-12-18 22:45:54.155494+00",NULL,2132,"ESI - Centene - H7169",6,True,"2023-11-17 18:10:24.750439+00",NULL,"2023-11-17 18:10:24.750439+00",NULL,209,209,"Express Scripts",234,234,"Express Scripts"
9742,2244,NULL,NULL,"2FFA","EX352440","001","Wellcare No Premium Open (PPO)",False,"2024-01-01 05:00:00+00","2024-01-30 04:59:59.999+00","2023-12-19 20:44:44.230852+00","397267","2024-01-27 04:37:13.04317+00","316544",NULL,False,2244,2068,746,"2023-12-19 20:44:05.866896+00","397267","2023-12-19 20:44:05.866896+00",NULL,746,"Wellcare_Logo 22.jpg","https://cc-policy-config-logos-prod.s3.amazonaws.com/Wellcare_Logo%2022.jpg","2022-12-18 23:50:52.552676+00","441324","2022-12-18 23:50:52.552676+00",NULL,2068,"ESI - Centene - H0270",6,True,"2023-11-16 21:58:38.063893+00",NULL,"2023-11-16 21:58:38.063893+00",NULL,209,209,"Express Scripts",234,234,"Express Scripts"
9747,2245,NULL,NULL,"2FFA","EX352227","061","Wellcare Assist (HMO)",False,"2024-01-01 05:00:00+00","2024-01-30 04:59:59.999+00","2023-12-19 20:46:48.871921+00","397267","2024-01-27 04:37:28.128036+00","316544",NULL,False,2245,2069,763,"2023-12-19 20:45:07.190461+00","397267","2023-12-19 20:45:07.190461+00",NULL,763,"Wellcare_By_Allwell 22 .jpg","https://cc-policy-config-logos-prod.s3.amazonaws.com/Wellcare_By_Allwell%2022%20.jpg","2022-12-19 19:48:27.824034+00","441324","2022-12-19 19:48:27.824034+00",NULL,2069,"ESI - Centene - H0351",6,True,"2023-11-16 21:59:28.851002+00",NULL,"2023-11-16 21:59:28.851002+00",NULL,209,209,"Express Scripts",234,234,"Express Scripts"
9746,2245,NULL,NULL,"2FFA","EX352198","038","Wellcare Specialty No Premium (HMO C-SNP)",False,"2024-01-01 05:00:00+00","2024-01-30 04:59:59.999+00","2023-12-19 20:46:21.890263+00","397267","2024-01-27 04:37:40.161401+00","316544",NULL,False,2245,2069,763,"2023-12-19 20:45:07.190461+00","397267","2023-12-19 20:45:07.190461+00",NULL,763,"Wellcare_By_Allwell 22 .jpg","https://cc-policy-config-logos-prod.s3.amazonaws.com/Wellcare_By_Allwell%2022%20.jpg","2022-12-19 19:48:27.824034+00","441324","2022-12-19 19:48:27.824034+00",NULL,2069,"ESI - Centene - H0351",6,True,"2023-11-16 21:59:28.851002+00",NULL,"2023-11-16 21:59:28.851002+00",NULL,209,209,"Express Scripts",234,234,"Express Scripts"
9493,2170,NULL,NULL,"2FFA","EX352269","198","Wellcare Giveback (HMO)",False,"2024-01-01 05:00:00+00","2024-01-30 04:59:59.999+00","2023-12-19 17:24:57.384667+00","450972","2024-01-27 04:40:10.68711+00","316544",NULL,False,2170,2077,746,"2023-12-19 17:13:34.303206+00","450972","2023-12-19 17:13:34.303206+00",NULL,746,"Wellcare_Logo 22.jpg","https://cc-policy-config-logos-prod.s3.amazonaws.com/Wellcare_Logo%2022.jpg","2022-12-18 23:50:52.552676+00","441324","2022-12-18 23:50:52.552676+00",NULL,2077,"ESI - Centene - H1032",6,True,"2023-11-16 22:05:08.96642+00",NULL,"2023-11-16 22:05:08.96642+00",NULL,209,209,"Express Scripts",234,234,"Express Scripts"
9627,2204,NULL,NULL,"2FFA","EX355124","033","Wellcare Giveback (HMO)",False,"2024-01-01 05:00:00+00","2024-01-30 04:59:59.999+00","2023-12-19 18:48:34.990989+00","450972","2024-01-27 04:47:29.39171+00","316544",NULL,False,2204,2109,746,"2023-12-19 18:47:06.667743+00","450972","2023-12-19 18:47:06.667743+00",NULL,746,"Wellcare_Logo 22.jpg","https://cc-policy-config-logos-prod.s3.amazonaws.com/Wellcare_Logo%2022.jpg","2022-12-18 23:50:52.552676+00","441324","2022-12-18 23:50:52.552676+00",NULL,2109,"ESI - Centene - H5087",6,True,"2023-11-16 22:33:26.991941+00",NULL,"2023-11-16 22:33:26.991941+00",NULL,209,209,"Express Scripts",234,234,"Express Scripts"
9625,2204,NULL,NULL,"2FFA","EX352352","024","Wellcare No Premium (HMO)",False,"2024-01-01 05:00:00+00","2024-01-30 04:59:59.999+00","2023-12-19 18:47:55.639561+00","450972","2024-01-27 04:47:31.098274+00","316544",NULL,False,2204,2109,746,"2023-12-19 18:47:06.667743+00","450972","2023-12-19 18:47:06.667743+00",NULL,746,"Wellcare_Logo 22.jpg","https://cc-policy-config-logos-prod.s3.amazonaws.com/Wellcare_Logo%2022.jpg","2022-12-18 23:50:52.552676+00","441324","2022-12-18 23:50:52.552676+00",NULL,2109,"ESI - Centene - H5087",6,True,"2023-11-16 22:33:26.991941+00",NULL,"2023-11-16 22:33:26.991941+00",NULL,209,209,"Express Scripts",234,234,"Express Scripts"
9624,2204,NULL,NULL,"2FFA","EX352351","016","Wellcare No Premium (HMO)",False,"2024-01-01 05:00:00+00","2024-01-30 04:59:59.999+00","2023-12-19 18:47:39.228637+00","450972","2024-01-27 04:47:33.1431+00","316544",NULL,False,2204,2109,746,"2023-12-19 18:47:06.667743+00","450972","2023-12-19 18:47:06.667743+00",NULL,746,"Wellcare_Logo 22.jpg","https://cc-policy-config-logos-prod.s3.amazonaws.com/Wellcare_Logo%2022.jpg","2022-12-18 23:50:52.552676+00","441324","2022-12-18 23:50:52.552676+00",NULL,2109,"ESI - Centene - H5087",6,True,"2023-11-16 22:33:26.991941+00",NULL,"2023-11-16 22:33:26.991941+00",NULL,209,209,"Express Scripts",234,234,"Express Scripts"
9259,2117,NULL,NULL,"2FRA","EX352602","003","Wellcare Dual Access Open (PPO D-SNP)",False,"2024-01-01 05:00:00+00","2024-01-30 04:59:59.999+00","2023-12-18 19:02:55.225076+00","216672","2024-01-27 04:53:39.078461+00","316544",NULL,False,2117,2132,742,"2023-12-18 19:02:18.717272+00","216672","2023-12-18 19:02:18.717272+00",NULL,742,"Wellcare_By_Allwell 22.jpg","https://cc-policy-config-logos-prod.s3.amazonaws.com/Wellcare_By_Allwell%2022.jpg","2022-12-18 22:45:54.155494+00","441324","2022-12-18 22:45:54.155494+00",NULL,2132,"ESI - Centene - H7169",6,True,"2023-11-17 18:10:24.750439+00",NULL,"2023-11-17 18:10:24.750439+00",NULL,209,209,"Express Scripts",234,234,"Express Scripts"
9377,2142,NULL,NULL,"2FGA","EX352777","223","Wellcare Medicare Rx Value Plus (PDP)",False,"2024-01-01 05:00:00+00","2024-02-01 04:59:59.999+00","2023-12-19 01:47:57.574989+00","216672","2024-02-01 02:18:47.625697+00","216672",NULL,False,2142,2155,746,"2023-12-18 20:01:07.847761+00","216672","2023-12-18 20:01:07.847761+00",NULL,746,"Wellcare_Logo 22.jpg","https://cc-policy-config-logos-prod.s3.amazonaws.com/Wellcare_Logo%2022.jpg","2022-12-18 23:50:52.552676+00","441324","2022-12-18 23:50:52.552676+00",NULL,2155,"ESI - Centene - S4802",6,True,"2023-11-18 01:00:23.806662+00",NULL,"2023-11-18 01:00:23.806662+00",NULL,209,209,"Express Scripts",234,234,"Express Scripts"
8037,1685,NULL,NULL,NULL,NULL,NULL,"Cigna",True,"2022-09-29 04:00:00+00",NULL,"2022-09-28 18:10:32.312287+00","216672","2022-09-28 18:10:32.312287+00",NULL,NULL,False,1685,1859,727,"2022-09-28 18:10:15.659469+00","216672","2022-09-28 18:10:15.659469+00",NULL,727,"New H Logo (B&W) R.jpg","https://cc-policy-config-logos-prod.s3.amazonaws.com/New%20H%20Logo%20%28B%26W%29%20R.jpg","2022-09-28 18:10:15.659469+00","216672","2022-09-28 18:10:15.659469+00",NULL,1859,"ESI - Cigna - H0439",6,True,"2022-09-28 16:17:12.642685+00",NULL,"2022-09-28 16:17:12.642685+00",NULL,209,209,"Express Scripts",234,234,"Express Scripts"
9048,2044,NULL,NULL,"7457",NULL,NULL,"Express Scripts Medicare( R ) (PDP) for Prince George's County Government",False,"2023-11-11 05:00:00+00",NULL,"2023-11-10 18:25:32.325421+00","216672","2023-11-10 18:25:32.325421+00",NULL,NULL,False,2044,2007,863,"2023-11-10 18:25:08.431072+00","216672","2023-11-10 18:25:08.431072+00",NULL,863,"LOG_7457_EM_MTM2024_1_000.jpg","https://cc-policy-config-logos-prod.s3.amazonaws.com/LOG_7457_EM_MTM2024_1_000.jpg","2023-11-10 18:25:08.431072+00","216672","2023-11-10 18:25:08.431072+00",NULL,2007,"ESI - EGWP - S5660",6,True,"2023-10-19 21:35:11.107442+00",NULL,"2023-10-19 21:35:11.107442+00",NULL,209,209,"Express Scripts",234,234,"Express Scripts"
9049,2045,NULL,NULL,"7468",NULL,NULL,"Express Scripts Medicare( R ) (PDP) for Prince George's County Memorial Library",False,"2023-11-11 05:00:00+00",NULL,"2023-11-10 18:26:16.085761+00","216672","2023-11-10 18:26:16.085761+00",NULL,NULL,False,2045,2007,864,"2023-11-10 18:25:57.471362+00","216672","2023-11-10 18:25:57.471362+00",NULL,864,"LOG_7468_EM_MTM2024_1_000.jpg","https://cc-policy-config-logos-prod.s3.amazonaws.com/LOG_7468_EM_MTM2024_1_000.jpg","2023-11-10 18:25:57.471362+00","216672","2023-11-10 18:25:57.471362+00",NULL,2007,"ESI - EGWP - S5660",6,True,"2023-10-19 21:35:11.107442+00",NULL,"2023-10-19 21:35:11.107442+00",NULL,209,209,"Express Scripts",234,234,"Express Scripts"
9161,2056,NULL,NULL,"JGRA","JGR79001",NULL,"Uniformed Fire Officers Association Retired Fire Officers Family Protection Plan",False,"2023-11-14 05:00:00+00",NULL,"2023-11-13 15:03:30.236737+00","346159","2023-11-13 15:03:30.236737+00",NULL,NULL,False,2056,2007,875,"2023-11-10 18:43:45.370867+00","216672","2023-11-10 18:43:45.370867+00",NULL,875,"LOG_ESIM_MTM2024_1_000.jpg","https://cc-policy-config-logos-prod.s3.amazonaws.com/LOG_ESIM_MTM2024_1_000.jpg","2023-11-10 18:43:45.370867+00","216672","2023-11-10 18:43:45.370867+00",NULL,2007,"ESI - EGWP - S5660",6,True,"2023-10-19 21:35:11.107442+00",NULL,"2023-10-19 21:35:11.107442+00",NULL,209,209,"Express Scripts",234,234,"Express Scripts"
9748,2245,NULL,NULL,"2FFA","EX355109","062","Wellcare Assist (HMO)",False,"2024-01-01 05:00:00+00","2024-01-30 04:59:59.999+00","2023-12-19 20:47:11.017179+00","397267","2024-01-27 04:37:25.855492+00","316544",NULL,False,2245,2069,763,"2023-12-19 20:45:07.190461+00","397267","2023-12-19 20:45:07.190461+00",NULL,763,"Wellcare_By_Allwell 22 .jpg","https://cc-policy-config-logos-prod.s3.amazonaws.com/Wellcare_By_Allwell%2022%20.jpg","2022-12-19 19:48:27.824034+00","441324","2022-12-19 19:48:27.824034+00",NULL,2069,"ESI - Centene - H0351",6,True,"2023-11-16 21:59:28.851002+00",NULL,"2023-11-16 21:59:28.851002+00",NULL,209,209,"Express Scripts",234,234,"Express Scripts"
