"documentPlanID","policyS3DocumentMappingID","pbp","cmsContractNumber","carrier","account","group","serviceQualifier","documentType","isDefaultDocument","validFrom","validTill","createdAt","createdBy","updatedAt","updatedBy","legacyDocumentID","isDeleted","s3DocumentMappingID","policyID","policyS3DocumentID","createdAt-2","createdBy-2","updatedAt-2","updatedBy-2","policyS3DocumentID-2","s3DocumentName","s3DocumentURL","createdAt-3","createdBy-3","updatedAt-3","updatedBy-3","policyID-2","policyName","policyTypeID","IsMedicarePolicy","createdAt-4","createdBy-4","updatedAt-4","updatedBy-4","contractID","contractID-2","contractName","clientID","clientID-2","clientName"
905,881,NULL,NULL,NULL,NULL,NULL,"CMR","1st Additional PDF/image file in SPT",True,"2022-01-03 05:00:00+00","2022-10-06 03:59:59.999+00","2022-01-03 00:00:00+00",NULL,"2022-10-04 17:03:44.28669+00","441324",922,False,881,643,235,"2022-01-03 18:26:11.124718+00",NULL,"2022-01-03 18:26:11.124718+00",NULL,235,"Humana Medicare EN.SP Portrait CY2022.pdf","https://cc-policy-config-logo-docs-prod.s3.amazonaws.com/Humana%20Medicare%20EN.SP%20Portrait%20CY2022.pdf","2021-12-08 14:50:45.351852+00",NULL,"2021-12-08 14:50:45.351852+00",NULL,643,"Humana MTM-H2029",7,True,"2021-10-02 01:20:59.541206+00",NULL,"2021-10-02 01:20:59.541206+00",NULL,19,19,"Humana Default Contract",72,72,"Humana MTM"
833,811,NULL,NULL,NULL,NULL,NULL,"CMR","1st Additional PDF/image file in SPT",True,"2021-01-28 05:00:00+00","2022-01-02 05:00:00+00","2021-01-28 00:00:00+00",NULL,"2022-01-03 18:26:11.120826+00",NULL,853,False,811,643,135,"2021-09-07 13:32:28.603831+00",NULL,"2021-09-07 13:32:28.603831+00",NULL,135,"Humana 2021 ENSP Disclaimer.pdf","https://cc-policy-config-logo-docs-prod.s3.amazonaws.com/Humana 2021 ENSP Disclaimer.pdf","2021-09-07 13:23:10.079572+00",NULL,"2021-09-07 13:23:10.079572+00",NULL,643,"Humana MTM-H2029",7,True,"2021-10-02 01:20:59.541206+00",NULL,"2021-10-02 01:20:59.541206+00",NULL,19,19,"Humana Default Contract",72,72,"Humana MTM"
646,642,NULL,NULL,NULL,NULL,NULL,"CMR","1st Additional PDF/image file in SPT",True,"2020-07-21 04:00:00+00","2021-01-27 05:00:00+00","2020-07-21 00:00:00+00",NULL,"2021-10-02 01:21:03.675133+00",NULL,665,False,642,643,136,"2021-09-07 13:32:28.603831+00",NULL,"2021-09-07 13:32:28.603831+00",NULL,136,"Humana_Long_and_Tagline_2page_IDcard_EN_GCHK.pdf","https://cc-policy-config-logo-docs-prod.s3.amazonaws.com/Humana_Long_and_Tagline_2page_IDcard_EN_GCHK.pdf","2021-09-07 13:23:10.079572+00",NULL,"2021-09-07 13:23:10.079572+00",NULL,643,"Humana MTM-H2029",7,True,"2021-10-02 01:20:59.541206+00",NULL,"2021-10-02 01:20:59.541206+00",NULL,19,19,"Humana Default Contract",72,72,"Humana MTM"
183,183,NULL,NULL,NULL,NULL,NULL,"CMR","1st Additional PDF/image file in SPT",True,"2019-08-12 04:00:00+00","2020-07-20 04:00:00+00","2019-08-12 00:00:00+00",NULL,"2021-10-02 01:21:03.675133+00",NULL,198,False,183,643,134,"2021-09-07 13:32:28.603831+00",NULL,"2021-09-07 13:32:28.603831+00",NULL,134,"Human_SPT_Disclaimer_OUT145.pdf","https://cc-policy-config-logo-docs-prod.s3.amazonaws.com/Human_SPT_Disclaimer_OUT145.pdf","2021-09-07 13:23:10.079572+00",NULL,"2021-09-07 13:23:10.079572+00",NULL,643,"Humana MTM-H2029",7,True,"2021-10-02 01:20:59.541206+00",NULL,"2021-10-02 01:20:59.541206+00",NULL,19,19,"Humana Default Contract",72,72,"Humana MTM"
113,113,NULL,NULL,NULL,NULL,NULL,"CMR","1st Additional PDF/image file in SPT",True,"2018-07-03 04:00:00+00","2019-08-11 04:00:00+00","2018-07-03 00:00:00+00",NULL,"2021-10-02 01:21:03.675133+00",NULL,126,False,113,643,138,"2021-09-07 13:32:28.603831+00",NULL,"2021-09-07 13:32:28.603831+00",NULL,138,"Humana_SPT_Disclaimer_2018.pdf","https://cc-policy-config-logo-docs-prod.s3.amazonaws.com/Humana_SPT_Disclaimer_2018.pdf","2021-09-07 13:23:10.079572+00",NULL,"2021-09-07 13:23:10.079572+00",NULL,643,"Humana MTM-H2029",7,True,"2021-10-02 01:20:59.541206+00",NULL,"2021-10-02 01:20:59.541206+00",NULL,19,19,"Humana Default Contract",72,72,"Humana MTM"
23,23,NULL,NULL,NULL,NULL,NULL,"CMR","1st Additional PDF/image file in SPT",True,"2017-01-30 05:00:00+00","2018-07-02 04:00:00+00","2017-01-30 00:00:00+00",NULL,"2021-10-02 01:21:03.675133+00",NULL,28,False,23,643,132,"2021-09-07 13:32:28.603831+00",NULL,"2021-09-07 13:32:28.603831+00",NULL,132,"HUMANA_Multi_Language_Insert.pdf","https://cc-policy-config-logo-docs-prod.s3.amazonaws.com/HUMANA_Multi_Language_Insert.pdf","2021-09-07 13:23:10.079572+00",NULL,"2021-09-07 13:23:10.079572+00",NULL,643,"Humana MTM-H2029",7,True,"2021-10-02 01:20:59.541206+00",NULL,"2021-10-02 01:20:59.541206+00",NULL,19,19,"Humana Default Contract",72,72,"Humana MTM"
1705,1523,NULL,NULL,NULL,NULL,NULL,"CMR","1st Additional PDF in SPT",True,"2024-01-04 05:00:00+00",NULL,"2023-12-27 02:49:45.752025+00","450972","2023-12-27 02:49:45.752025+00",NULL,NULL,False,1523,1175,451,"2023-12-27 02:49:45.752025+00","450972","2023-12-27 02:49:45.752025+00",NULL,451,"2024 CMS Updated MLI_CVSH Standard_8853.pdf","https://cc-policy-config-logo-docs-prod.s3.amazonaws.com/2024%20CMS%20Updated%20MLI_CVSH%20Standard_8853.pdf","2023-12-27 02:49:45.752025+00","450972","2023-12-27 02:49:45.752025+00",NULL,1175,"Sharp Health Plan - H5386",6,True,"2021-10-02 01:20:59.541206+00",NULL,"2021-10-02 01:20:59.541206+00",NULL,188,188,"Sharp Health Plan",215,215,"CVS Health- Sharp Health Plan"
259,257,NULL,NULL,NULL,NULL,NULL,"CMR","1st Additional PDF/image file in SPT",True,"2020-01-08 05:00:00+00","2020-12-31 05:00:00+00","2020-01-08 00:00:00+00",NULL,"2021-10-02 01:21:03.675133+00",NULL,275,False,257,1175,38,"2021-09-07 13:32:28.603831+00",NULL,"2021-09-07 13:32:28.603831+00",NULL,38,"CVS_2019_SPT_Survey_Language.pdf","https://cc-policy-config-logo-docs-prod.s3.amazonaws.com/CVS_2019_SPT_Survey_Language.pdf","2021-09-07 13:23:10.079572+00",NULL,"2021-09-07 13:23:10.079572+00",NULL,1175,"Sharp Health Plan - H5386",6,True,"2021-10-02 01:20:59.541206+00",NULL,"2021-10-02 01:20:59.541206+00",NULL,188,188,"Sharp Health Plan",215,215,"CVS Health- Sharp Health Plan"
262,260,NULL,NULL,NULL,NULL,NULL,"CMR","1st Additional PDF/image file in SPT",True,"2020-01-08 05:00:00+00","2020-12-31 05:00:00+00","2020-01-08 00:00:00+00",NULL,"2021-10-02 01:21:03.675133+00",NULL,278,False,260,1176,38,"2021-09-07 13:32:28.603831+00",NULL,"2021-09-07 13:32:28.603831+00",NULL,38,"CVS_2019_SPT_Survey_Language.pdf","https://cc-policy-config-logo-docs-prod.s3.amazonaws.com/CVS_2019_SPT_Survey_Language.pdf","2021-09-07 13:23:10.079572+00",NULL,"2021-09-07 13:23:10.079572+00",NULL,1176,"WellCare PPO CT - H1914",6,True,"2021-10-02 01:20:59.541206+00",NULL,"2021-10-02 01:20:59.541206+00",NULL,119,119,"WellCare",147,147,"CVS Health- WellCare"
232,230,NULL,NULL,NULL,NULL,NULL,"CMR","1st Additional PDF/image file in SPT",True,"2020-01-08 05:00:00+00","2020-12-31 05:00:00+00","2020-01-08 00:00:00+00",NULL,"2021-10-02 01:21:03.675133+00",NULL,248,False,230,1177,38,"2021-09-07 13:32:28.603831+00",NULL,"2021-09-07 13:32:28.603831+00",NULL,38,"CVS_2019_SPT_Survey_Language.pdf","https://cc-policy-config-logo-docs-prod.s3.amazonaws.com/CVS_2019_SPT_Survey_Language.pdf","2021-09-07 13:23:10.079572+00",NULL,"2021-09-07 13:23:10.079572+00",NULL,1177,"Devoted Health - H7993",6,True,"2021-10-02 01:20:59.541206+00",NULL,"2021-10-02 01:20:59.541206+00",NULL,136,136,"Devoted_Health",166,166,"CVS Health- Devoted_Health"
261,259,NULL,NULL,NULL,NULL,NULL,"CMR","1st Additional PDF/image file in SPT",True,"2020-01-08 05:00:00+00","2020-12-31 05:00:00+00","2020-01-08 00:00:00+00",NULL,"2021-10-02 01:21:03.675133+00",NULL,277,False,259,1178,38,"2021-09-07 13:32:28.603831+00",NULL,"2021-09-07 13:32:28.603831+00",NULL,38,"CVS_2019_SPT_Survey_Language.pdf","https://cc-policy-config-logo-docs-prod.s3.amazonaws.com/CVS_2019_SPT_Survey_Language.pdf","2021-09-07 13:23:10.079572+00",NULL,"2021-09-07 13:23:10.079572+00",NULL,1178,"Health Choice - H5587",6,True,"2021-10-02 01:20:59.541206+00",NULL,"2021-10-02 01:20:59.541206+00",NULL,189,189,"Steward Health",216,216,"CVS Health - Health Choice"
263,261,NULL,NULL,NULL,NULL,NULL,"CMR","1st Additional PDF/image file in SPT",True,"2020-01-08 05:00:00+00","2020-12-31 05:00:00+00","2020-01-08 00:00:00+00",NULL,"2021-10-02 01:21:03.675133+00",NULL,279,False,261,1179,38,"2021-09-07 13:32:28.603831+00",NULL,"2021-09-07 13:32:28.603831+00",NULL,38,"CVS_2019_SPT_Survey_Language.pdf","https://cc-policy-config-logo-docs-prod.s3.amazonaws.com/CVS_2019_SPT_Survey_Language.pdf","2021-09-07 13:23:10.079572+00",NULL,"2021-09-07 13:23:10.079572+00",NULL,1179,"WellCare PPO WA - H5965",6,True,"2021-10-02 01:20:59.541206+00",NULL,"2021-10-02 01:20:59.541206+00",NULL,119,119,"WellCare",147,147,"CVS Health- WellCare"
264,262,NULL,NULL,NULL,NULL,NULL,"CMR","1st Additional PDF/image file in SPT",True,"2020-01-08 05:00:00+00","2020-12-31 05:00:00+00","2020-01-08 00:00:00+00",NULL,"2021-10-02 01:21:03.675133+00",NULL,280,False,262,1180,38,"2021-09-07 13:32:28.603831+00",NULL,"2021-09-07 13:32:28.603831+00",NULL,38,"CVS_2019_SPT_Survey_Language.pdf","https://cc-policy-config-logo-docs-prod.s3.amazonaws.com/CVS_2019_SPT_Survey_Language.pdf","2021-09-07 13:23:10.079572+00",NULL,"2021-09-07 13:23:10.079572+00",NULL,1180,"WellCare WA - H1353",6,True,"2021-10-02 01:20:59.541206+00",NULL,"2021-10-02 01:20:59.541206+00",NULL,119,119,"WellCare",147,147,"CVS Health- WellCare"
265,263,NULL,NULL,NULL,NULL,NULL,"CMR","1st Additional PDF/image file in SPT",True,"2020-01-08 05:00:00+00","2020-12-31 05:00:00+00","2020-01-08 00:00:00+00",NULL,"2021-10-02 01:21:03.675133+00",NULL,281,False,263,1181,38,"2021-09-07 13:32:28.603831+00",NULL,"2021-09-07 13:32:28.603831+00",NULL,38,"CVS_2019_SPT_Survey_Language.pdf","https://cc-policy-config-logo-docs-prod.s3.amazonaws.com/CVS_2019_SPT_Survey_Language.pdf","2021-09-07 13:23:10.079572+00",NULL,"2021-09-07 13:23:10.079572+00",NULL,1181,"WellCare PPO TX - H7323",6,True,"2021-10-02 01:20:59.541206+00",NULL,"2021-10-02 01:20:59.541206+00",NULL,119,119,"WellCare",147,147,"CVS Health- WellCare"
266,264,NULL,NULL,NULL,NULL,NULL,"CMR","1st Additional PDF/image file in SPT",True,"2020-01-08 05:00:00+00","2020-12-31 05:00:00+00","2020-01-08 00:00:00+00",NULL,"2021-10-02 01:21:03.675133+00",NULL,282,False,264,1182,38,"2021-09-07 13:32:28.603831+00",NULL,"2021-09-07 13:32:28.603831+00",NULL,38,"CVS_2019_SPT_Survey_Language.pdf","https://cc-policy-config-logo-docs-prod.s3.amazonaws.com/CVS_2019_SPT_Survey_Language.pdf","2021-09-07 13:23:10.079572+00",NULL,"2021-09-07 13:23:10.079572+00",NULL,1182,"WellCare NH - H2162",6,True,"2021-10-02 01:20:59.541206+00",NULL,"2021-10-02 01:20:59.541206+00",NULL,119,119,"WellCare",147,147,"CVS Health- WellCare"
267,265,NULL,NULL,NULL,NULL,NULL,"CMR","1st Additional PDF/image file in SPT",True,"2020-01-08 05:00:00+00","2020-12-31 05:00:00+00","2020-01-08 00:00:00+00",NULL,"2021-10-02 01:21:03.675133+00",NULL,283,False,265,1183,38,"2021-09-07 13:32:28.603831+00",NULL,"2021-09-07 13:32:28.603831+00",NULL,38,"CVS_2019_SPT_Survey_Language.pdf","https://cc-policy-config-logo-docs-prod.s3.amazonaws.com/CVS_2019_SPT_Survey_Language.pdf","2021-09-07 13:23:10.079572+00",NULL,"2021-09-07 13:23:10.079572+00",NULL,1183,"WellCare PPO TN - H9428",6,True,"2021-10-02 01:20:59.541206+00",NULL,"2021-10-02 01:20:59.541206+00",NULL,119,119,"WellCare",147,147,"CVS Health- WellCare"
268,266,NULL,NULL,NULL,NULL,NULL,"CMR","1st Additional PDF/image file in SPT",True,"2020-01-08 05:00:00+00","2020-12-31 05:00:00+00","2020-01-08 00:00:00+00",NULL,"2021-10-02 01:21:03.675133+00",NULL,284,False,266,1184,38,"2021-09-07 13:32:28.603831+00",NULL,"2021-09-07 13:32:28.603831+00",NULL,38,"CVS_2019_SPT_Survey_Language.pdf","https://cc-policy-config-logo-docs-prod.s3.amazonaws.com/CVS_2019_SPT_Survey_Language.pdf","2021-09-07 13:23:10.079572+00",NULL,"2021-09-07 13:23:10.079572+00",NULL,1184,"WellCare PPO NH - H0969",6,True,"2021-10-02 01:20:59.541206+00",NULL,"2021-10-02 01:20:59.541206+00",NULL,119,119,"WellCare",147,147,"CVS Health- WellCare"
269,267,NULL,NULL,NULL,NULL,NULL,"CMR","1st Additional PDF/image file in SPT",True,"2020-01-08 05:00:00+00","2020-12-31 05:00:00+00","2020-01-08 00:00:00+00",NULL,"2021-10-02 01:21:03.675133+00",NULL,285,False,267,1185,38,"2021-09-07 13:32:28.603831+00",NULL,"2021-09-07 13:32:28.603831+00",NULL,38,"CVS_2019_SPT_Survey_Language.pdf","https://cc-policy-config-logo-docs-prod.s3.amazonaws.com/CVS_2019_SPT_Survey_Language.pdf","2021-09-07 13:23:10.079572+00",NULL,"2021-09-07 13:23:10.079572+00",NULL,1185,"WellCare PPO NC - H7175",6,True,"2021-10-02 01:20:59.541206+00",NULL,"2021-10-02 01:20:59.541206+00",NULL,119,119,"WellCare",147,147,"CVS Health- WellCare"
270,268,NULL,NULL,NULL,NULL,NULL,"CMR","1st Additional PDF/image file in SPT",True,"2020-01-08 05:00:00+00","2020-12-31 05:00:00+00","2020-01-08 00:00:00+00",NULL,"2021-10-02 01:21:03.675133+00",NULL,286,False,268,1186,38,"2021-09-07 13:32:28.603831+00",NULL,"2021-09-07 13:32:28.603831+00",NULL,38,"CVS_2019_SPT_Survey_Language.pdf","https://cc-policy-config-logo-docs-prod.s3.amazonaws.com/CVS_2019_SPT_Survey_Language.pdf","2021-09-07 13:23:10.079572+00",NULL,"2021-09-07 13:23:10.079572+00",NULL,1186,"WellCare PPO MO - H7518",6,True,"2021-10-02 01:20:59.541206+00",NULL,"2021-10-02 01:20:59.541206+00",NULL,119,119,"WellCare",147,147,"CVS Health- WellCare"
271,269,NULL,NULL,NULL,NULL,NULL,"CMR","1st Additional PDF/image file in SPT",True,"2020-01-08 05:00:00+00","2020-12-31 05:00:00+00","2020-01-08 00:00:00+00",NULL,"2021-10-02 01:21:03.675133+00",NULL,287,False,269,1187,38,"2021-09-07 13:32:28.603831+00",NULL,"2021-09-07 13:32:28.603831+00",NULL,38,"CVS_2019_SPT_Survey_Language.pdf","https://cc-policy-config-logo-docs-prod.s3.amazonaws.com/CVS_2019_SPT_Survey_Language.pdf","2021-09-07 13:23:10.079572+00",NULL,"2021-09-07 13:23:10.079572+00",NULL,1187,"WellCare MO - H6316",6,True,"2021-10-02 01:20:59.541206+00",NULL,"2021-10-02 01:20:59.541206+00",NULL,119,119,"WellCare",147,147,"CVS Health- WellCare"
272,270,NULL,NULL,NULL,NULL,NULL,"CMR","1st Additional PDF/image file in SPT",True,"2020-01-08 05:00:00+00","2020-12-31 05:00:00+00","2020-01-08 00:00:00+00",NULL,"2021-10-02 01:21:03.675133+00",NULL,288,False,270,1188,38,"2021-09-07 13:32:28.603831+00",NULL,"2021-09-07 13:32:28.603831+00",NULL,38,"CVS_2019_SPT_Survey_Language.pdf","https://cc-policy-config-logo-docs-prod.s3.amazonaws.com/CVS_2019_SPT_Survey_Language.pdf","2021-09-07 13:23:10.079572+00",NULL,"2021-09-07 13:23:10.079572+00",NULL,1188,"WellCare PDP - S5768",6,True,"2021-10-02 01:20:59.541206+00",NULL,"2021-10-02 01:20:59.541206+00",NULL,119,119,"WellCare",147,147,"CVS Health- WellCare"
273,271,NULL,NULL,NULL,NULL,NULL,"CMR","1st Additional PDF/image file in SPT",True,"2020-01-08 05:00:00+00","2020-12-31 05:00:00+00","2020-01-08 00:00:00+00",NULL,"2021-10-02 01:21:03.675133+00",NULL,289,False,271,1189,38,"2021-09-07 13:32:28.603831+00",NULL,"2021-09-07 13:32:28.603831+00",NULL,38,"CVS_2019_SPT_Survey_Language.pdf","https://cc-policy-config-logo-docs-prod.s3.amazonaws.com/CVS_2019_SPT_Survey_Language.pdf","2021-09-07 13:23:10.079572+00",NULL,"2021-09-07 13:23:10.079572+00",NULL,1189,"WellCare PDP - S5810",6,True,"2021-10-02 01:20:59.541206+00",NULL,"2021-10-02 01:20:59.541206+00",NULL,119,119,"WellCare",147,147,"CVS Health- WellCare"
274,272,NULL,NULL,NULL,NULL,NULL,"CMR","1st Additional PDF/image file in SPT",True,"2020-01-08 05:00:00+00","2020-12-31 05:00:00+00","2020-01-08 00:00:00+00",NULL,"2021-10-02 01:21:03.675133+00",NULL,290,False,272,1190,38,"2021-09-07 13:32:28.603831+00",NULL,"2021-09-07 13:32:28.603831+00",NULL,38,"CVS_2019_SPT_Survey_Language.pdf","https://cc-policy-config-logo-docs-prod.s3.amazonaws.com/CVS_2019_SPT_Survey_Language.pdf","2021-09-07 13:23:10.079572+00",NULL,"2021-09-07 13:23:10.079572+00",NULL,1190,"WellCare MI - H5475",6,True,"2021-10-02 01:20:59.541206+00",NULL,"2021-10-02 01:20:59.541206+00",NULL,119,119,"WellCare",147,147,"CVS Health- WellCare"
