384,AMERIGROUP COMMUNITY CARE TEXAS,90
385,TARGET MSP PILOT,91
386,HEALTHPARTNERS TEST TIP RUN,89
388,AMERIGROUP KANSAStest,90
389,AULTONE,60
390,CARESOURCE KENTUCKY MEDICAID,65
391,AMERIGROUP LOUISIANA,90
393,GOODSTART FOR WELCHOL,95
395,ACO DISCHARGE_copy #2,96
396,BLUE SHIELD 65 PLUS MAPD,94
397,BLUE SHIELD OF CALIFORNIA PDP,94
399,BCBS AL MEDICARE PDP,62
401,BCBS AL MEDICARE MAPD,62
402,MCHA - MINNESOTA COMPREHENSIVE HEALTH ASSOCIATION,76
403,BCBS TN MEDICARE PDP,62
404,HUMANA NETWORK REFERRAL,72
405,AULTCARE-GREER STEEL,60
406,AULTCARE- LEONARD INSURANCE,60
408,AULTCARE-AULTMAN HOSPITAL,60
409,CHC OF CAPE COD,102
410,HY-VEE EMPLOYEES,101
411,Blue Shield Commercial HMO,94
412,TRINITY PIONEER ACO,103
413,UHC-AARP MEDICARECOMPLETE,105
414,UHC-ERICKSON ADVANTAGE,105
415,UHC-SHARP SECUREHORIZONS PLAN,105
416,UHC-UNITEDHEALTHCARE MEDICARE,105
417,UHC-UNITEDHEALTHCARE NURSING HOME PLAN,105
418,UHC-PHYSICIANS HEALTH CHOICE,105
420,AULTCARE REFERRAL,60
421,HUMANA STARS PROGRAM (DTM),72
423,HUMANA STARS PROGRAM (HRM),72
424,PACIFICSOURCE REFERRALS,80
425,BLUECROSS BLUESHIELD OF MINNESOTA - BLUE ESSENTIALS,62
426,BLUECROSS BLUESHIELD OF MINNESOTA - SECUREBLUE,62
428,TPA- ASTHMA,104
429,TRINITY ACO REFERRALS,103
430,Mi-T-M Corporation,106
431,FLORIDA BLUE  -  BLUEMEDICARE HMO,62
432,Florida Blue - BlueMedicare PPO,62
433,Florida Blue - BlueMedicare Regional PPO,62
434,Florida Blue - BlueMedicare Rx (PDP),62
435,HEALTH PARTNERS MEDICARE,89
436,OUTCOMESMTM EMPLOYEE  MTM PROGRAM,107
437,AULTCARE- MARKET PLACE HMO,60
438,AULTCARE- MARKET PLACE INDIVIDUAL,60
439,AULTCARE- MARKET PLACE PMIC,60
440,AULTCARE- MARKET PLACE MLIC,60
441,BLUECROSS BLUESHIELD TENNESEE - BLUEADVANTAGE PPO,108
442,BLUECROSS BLUESHIELD TENNESEE- BLUECHOICE HMO,108
443,BLUECROSS BLUESHIELD TENNESEE - BLUECARE PLUS SNP,108
444,SENIOR CARE PLUS HMO (HOMETOWN HEALTH),109
445,SENIOR CARE PLUS FREEDOM RX PPO (HOMETOWN HEALTH),109
446,BlueCross BlueShield of South Carolina (H4209),62
447,BlueCross BlueShield of South Carolina PDP (S5953),62
448,Arkansas BlueCross BlueShield PDP (S5795),62
449,Arkansas BlueCross BlueShield MAPD - PFFS (H4213),62
450,Arkansas BCBS MAPD - PPO (H8091),62
451,Arkansas BCBS Health Advantage (HMO)-(H9699),62
452,Capital Health Plan (H5938),62
453,PrimeWest Senior Health Complete,62
454,Prime Health Complete,62
456,Good Shepherd Medication Management,110
457,St. Vincent De Paul Charitable Pharmacy,111
458,University of the Pacific,112
459,CareSource Ohio Exchange – Just4Me,65
460,Health Plan of San Mateo - CareAdvantage CMC,70
461,Research - Price Chopper 36,113
497,SVdP - Cincinnati,114
498,CareSource MyCare Ohio,65
499,Communicare Advantage Cal MediConnect Plan,69
500,LA Care CalMediConnect (CMC) Plan,75
501,UHC-UnitedHealthcare Dual SNP,105
502,BlueCross BlueShield of Tennesse - Blue Rx,62
503,Blue Cross and Blue Shield of Minnesota - Medicare HMO,62
504,BCBS Rhode Island Medicare- PCMH,115
505,BCBS Rhode Island Commercial- PCMH,115
506,BCBS Rhode Island Medicare BlueCHiP,115
507,BCBS Rhode Island Commercial,115
508,IPA NPM,116
509,BCBS of Alabama and BCBS Tennessee BlueRx (S1030)-STAR,62
510,BCBS Alabama Blue Advantage (H0104)-STAR,62
511,Capital Health Plan (H5938)-STAR,62
512,PrimeWest Senior Health Complete (H2416)-STAR,62
513,Prime Health Complete (H2926)-STAR,62
514,Arkansas BCBS MEDI-PAK MAPD (H4213)-STAR,62
515,Arkansas BCBS MEDI-PAK MAPD (H8091)-STAR,62
516,Arkansas BCBS MEDI-PAK PDP (S5795)-STAR,62
517,Arkansas BCBS MEDI-PAK MAPD (H9699)-STAR,62
518,BCBS of South Carolina MAPD (H4209)-STAR,62
519,BCBS of South Carolina PDP (S5953)-STAR,62
520,PacificSource Clinic Referral,80
521,BCBS of South Carolina - Medicare Blue,62
522,BCBS of South Carolina - MedBlue Rx,62
523,BCBS of North Carolina HMO(H3449) - STAR,62
524,BCBS of North Carolina PPO(H3404) - STAR,62
525,Florida Blue–BlueMedicare PPO(H5434)- STAR,62
526,Florida Blue–BlueMedicare HMO(H1026)- STAR,62
527,Humana MTM - PDP,72
528,BCBS OF NORTH CAROLINA – BLUEMEDICARE HMO,62
529,BCBS OF NORTH CAROLINA – BLUEMEDICARE PPO,62
530,BCBS OF NORTH CAROLINA – BLUE MEDICARE RX,62
531,BCBS OF ALABAMA AND BCBS OF TENNESSEE BLUERX,62
532,BCBS OF ALABAMA BLUERX,62
533,BCBS OF ALABAMA BLUE ADVANTAGE,62
534,FLORIDA BLUE - BLUEMEDICARE HMO,62
535,FLORIDA BLUE - BLUE MEDICARE PPO,62
536,NuCara Employees,118
537,Health Net,117
538,Passport Health Plan,119
539,Humana DTM,72
540,BCBS of Illinois (H3822),62
541,BCBS of Texas (H1666),62
542,BCBS of New Mexico HMO (H3822),62
543,BCBS of New Mexico PPO (H8634),62
544,BCBS of Montana (H0107),62
545,BCBS of Oklahoma HMO (H3979),62
546,BCBS of Oklahoma PPO(H8634),62
547,HUMANA MED ADHERENCE,72
548,BCBS OF RHODE ISLAND REFERRALS,115
549,San Francisco Health Plan,120
551,iPAC- TX,121
552,BCBS OF NORTH CAROLINA (COMMERCIAL UWN),62
553,BCBS OF NORTH CAROLINA (COMMERCIAL IND),62
554,Citizens Choice Health Plan (HMO),NULL
555,Soundpath Health,NULL
556,First United American,NULL
557,United American,NULL
558,StableView Health- Inactive,NULL
559,HeartlandPlains Health,NULL
560,ClearRiver Health,NULL
561,MCS Classicare Platino,124
562,MCS Classicare,124
563,MedStar Medicare Choice,NULL
564,Premier Health Plan,NULL
565,IU Health Plans,NULL
566,StableView Health,NULL
567,Piedmont WellStar Health Plans,NULL
568,RiverLink of Ohio,NULL
569,RiverLink of  Kentucky,NULL
570,Wegmans Employees,NULL
571,HUMANA HRM,72
572,TGT,91
573,TGT- Med D,91
574,Humana MTM- Internal,72
575,Humana MTM- PDP- Internal,72
576,CareSource Kentucky Exchange - Just4Me,65
577,CareSource Indiana Exchange - Just4Me,65
578,CareOregon Advantage MTMP,NULL
579,CareOregon Advantage Star,NULL
580,CareOregon High Risk,NULL
581,Priority Health Commercial,83
582,UHC- Preferred Care Partners,105
583,UHC- Medica Healthcare,105
584,CareOregon Medicaid High Risk,NULL
585,Allied National,NULL
586,CareOregon Medicaid Metrics,NULL
587,CareOregon Medicaid CS,NULL
588,Blue Shield Commercial- AppleCare,94
589,Humana Med Sync,72
592,OptumRx-UnitedHealthCare Connected,132
593,OptumRx-UnitedHealthcare Connected for MyCare Ohio,132
594,OptumRx-UnitedHealthcare Senior Care Options,132
595,OptumRx-UnitedHealthcare Community Plan,132
596,OptumRx-UnitedHealthcare,132
597,OptumRx-Sierra Spectrum,132
598,OptumRx-Senior Dimensions,132
599,OptumRx-Erickson Advantage H5652,132
602,Humana MTM-H1036,72
603,Testing CMR First,57
624,ATRIO Health Plans H5995,59
625,ATRIO Health Plans H7006,59
626,ATRIO Health Plans H6743,59
627,ATRIO Health Plans H3814,59
632,UCare (MSHO),138
664,Chinese Community Health Plan- Internal,139
667,UHC- Medication Synchronization,105
668,TEST,105
669,Passport Advantage Medicare,140
735,Humana EMTM – High,72
736,Humana EMTM – Medium,72
737,Humana EMTM – Low,72
738,Humana EMTM – Monitoring,72
754,NCPDP DEV Poicy 754,2000
768,NCPDP DEV Poicy 768,2000
773,NCPDP DEV Poicy 773,2000
774,NCPDP DEV Poicy 774,2000
775,NCPDP DEV Poicy 775,2000
776,NCPDP DEV Poicy 776,2000
777,NCPDP DEV Poicy 777,2000
778,NCPDP DEV Poicy 778,2000
779,NCPDP DEV Poicy 779,2000
781,NCPDP DEV Poicy 781,2000
784,NCPDP DEV Poicy 784,2000
785,NCPDP DEV Poicy 785,2000
787,NCPDP DEV Poicy 787,2000
788,NCPDP DEV Poicy 788,2000
789,NCPDP DEV Poicy 789,2000
790,NCPDP DEV Poicy 790,2000
791,NCPDP DEV Poicy 791,2000
792,NCPDP DEV Poicy 792,2000
815,Aetna Better Health of Louisiana,148
816,Aetna Better Health of Virginia,148
827,Blue MedicareRx Group NEJE - S2893,154
828,Premera Blue Cross - H7245,155
829,SilverScript - S5601,156
832,Wellcare - TexanPlus HMO-SNP (formerly Universal American) - H0174,147
839,Wellcare Ohana HI - H2491,147
840,Wellcare - Todays Options PPO (formerly Universal American) - H2775,147
841,WellCare - Todays Options PFFS (formerly Universal American) - H2816,147
843,WellCare - TexanPlus HMO/HMO-POS (formerly Universal American ) - H4506,147
844,Wellcare - Todays Options HMO (formerly Universal American) - H4868,147
845,Wellcare Easy Choice CA - H5087,147
847,Wellcare Care 1st AZ - H5430,147
848,WellCare - TexanPlus HMO (formerly Universal American) - H5656,147
892,NCPDP DEV Poicy 892,2000
893,NCPDP DEV Poicy 893,2000
894,NCPDP DEV Poicy 894,2000
895,NCPDP DEV Poicy 895,2000
896,NCPDP DEV Poicy 896,2000
897,NCPDP DEV Poicy 897,2000
898,NCPDP DEV Poicy 898,2000
899,NCPDP DEV Poicy 899,2000
900,NCPDP DEV Poicy 900,2000
901,NCPDP DEV Poicy 901,2000
902,NCPDP DEV Poicy 902,2000
903,NCPDP DEV Poicy 903,2000
904,NCPDP DEV Poicy 904,2000
1025,UCare Medicaid,93
1636,TEST - Pharma-Retail Independents,93
1638,TEST - Pharma-Retail Independents other policy,NULL
2000,FUSE TIP ONLY POLICY #1,2000
2001,FUSE PI ONLY POLICY #1,2000
2002,FUSE TIP & PI POLICY #1,2000
2003,REGRESSION TEST  TIP & PI POLICY #1,2001
2004,CONNECT MIMIC #378,2002
2005,CONNECT MIMIC #383,2002
2006,CONNECT MIMIC #527,2002
30000,TIPS AND CMR ONLY POLICY (30000),10000
30001,TIPS ONLY POLICY (30001),10000
30002,CMR FIRST TIPS ONLY POLICY (30002) new,10000
30003,"CMR, TIPS AND PRESCRIBER CONSULTATION POLICY (30003)",10000
30004,"CMR, No Phone POLICY (30004)",10000
30005,"CMR, No Telehealth POLICY (30005)",10000
30006,"CMR, No PA Code POLICY (30006)",10000
30009,30009 PrimaryPatientIndicator,10000
30010,NoCenterPatient POLICY (30010),10000
30500,30500 POLICY (30500),10000
36000,TIPS AND CMR ONLY POLICY (36000),10000
36001,TIPS ONLY POLICY (36001),10000
36002,CMR FIRST TIPS ONLY POLICY (36002),10000
36003,"CMR, TIPS AND PRESCRIBER CONSULTATION POLICY (36003)",10000
36004,"CMR, No Phone POLICY (36004)",10000
36005,"CMR, No Telehealth POLICY (36005)",10000
36006,"CMR, No PA Code POLICY (36006)",10000
37000,TIPS AND CMR ONLY POLICY (37000),10000
37001,TIPS ONLY POLICY (37001),10000
37002,CMR FIRST TIPS ONLY POLICY (37002),10000
37003,"CMR, TIPS AND PRESCRIBER CONSULTATION POLICY (37003)",10000
37004,"CMR, No Phone POLICY (37004)",10000
37005,"CMR, No Telehealth POLICY (37005)",10000
37006,"CMR, No PA Code POLICY (37006)",10000
38000,TIPS AND CMR ONLY POLICY (38000),10000
38001,TIPS ONLY POLICY (38001),10000
38002,CMR FIRST TIPS ONLY POLICY (38002),10000
38003,"CMR, TIPS AND PRESCRIBER CONSULTATION POLICY (38003)",10000
38004,"CMR, No Phone POLICY (38004)",10000
38005,"CMR, No Telehealth POLICY (38005)",10000
38006,"CMR, No PA Code POLICY (38006)",10000
300007,"NO CMR, NO TIPS POLICY (300007)",10000
360007,"NO CMR, NO TIPS POLICY (360007)",10000
370007,"NO CMR, NO TIPS POLICY (370007)",10000
370008,Test Policy,92
370009,TEST UX Policy,93
370010,UX Test Policy,93
370011,TEST UX Clear 1,92
370012,Grant LLC (TIPS_ONLY),10002
370013,Williamson-Mertz (TIPS_ONLY),10002
370014,Kautzer Inc (TIPS_ONLY),10005
370015,Mante Group (TIPS_ONLY),10005
370016,Ziemann Inc (TIPS_ONLY),10006
370017,Champlin LLC (TIPS_ONLY),10006
370018,"Koelpin, Ryan and Schultz (ONE_CMR_CAL_YEAR)",10007
370019,"Pouros, Adams and Walter (ONE_CMR_CAL_YEAR)",10007
370020,"Will Group (NO_CMR,MULTI_CMRS_CAL_YEAR)",10009
370021,"Gusikowski Group (NO_CMR,MULTI_CMRS_CAL_YEAR)",10009
370022,"Rogahn, Thiel and Witting (ONE_CMR_CAL_YEAR)",10010
370023,Rowe and Sons (ONE_CMR_CAL_YEAR),10010
370024,Kohler-Thompson (ONE_CMR_CAL_YEAR),10010
370025,Schulist-Morar (ONE_CMR_CAL_YEAR),10010
370026,"Moen, Hoeger and Stehr (CMR_FIRST,TIPS_ONLY)",92
370027,"Kuhlman, Satterfield and Hudson (CMR_FIRST,TIPS_ONLY)",92
370028,Test OMTM,10013
370029,1.47.0,10014
370030,"Lowe, Rau and Schaden (ATTESTATION_REQUIRED)",10015
370031,Gleason Inc (),10016
370032,Koss and Sons (ATTESTATION_REQUIRED),10017
370033,"Murray and Sons (CMR_FIRST,TIP_ONLY)",10019
370034,"Rohan, Kuhlman and Swift (CMR_FIRST,TIP_ONLY)",10020
370035,"Reichel-Crona (CMR_FIRST,TIP_ONLY)",10021
370036,"Rau and Sons (CMR_FIRST,TIP_ONLY)",10022
370037,sfdgsdfgsdfgsdfg,10023
370038,Medicare Plan,92
370039,"Considine, Schultz and Mante (NO_CMR)",92
370040,Dudebro's Policy,10026
370041,Tiger Team Policy,10027
370042,"O'Hara, Kuhic and Bruen (ENROLL_PATIENT,ATTESTATION_REQUIRED)",10028
370043,New Policy,10030
370044,test1234,10031
370045,"Pacocha and Sons (NO_CMR,POLICY_SUPPLIES_THIER_OWN_PATIENT_LIST)",92
370046,Awesome,10032
370047,Regression Policy 1,10037
370048,Randy's Policy,10032
370049,Reg_55,10038
370050,"Sawayn and Sons (CMR_FIRST,TIP_ONLY)",10039
370051,"Stoltenberg, Lesch and Hilll (CMR_FIRST,TIP_ONLY)",10039
370052,Gold Loaded Policy,10032
370053,Randys Policy,10032
370054,Randys Great Policy,10041
370055,"Shields, Hilll and Gaylord (CMR_FIRST)",10042
370056,"Lemke, VonRueden and Reilly (MEDREC_FIRST)",10043
370057,Schimmel-Hand (MEDREC_FIRST),10049
370058,Imagine Dragons,10050
370059,PSDP TEST,92
370060,Randy's Policy A Place that Cares,10051
370061,"Ucare Test Policy (ATTESTATION_REQUIRED,CMR_FIRST)",10053
370062,"Test Unfinished MedRec (ENROLL_PATIENT,MEDICAL_DATA_TAB,MEDREC_FIRST)",10054
370063,"Test Unfinished MedRec (ENROLL_PATIENT,MEDREC_FIRST)",10054
370064,"Med Rect Test Policy (HIDE_PRIOR_AUTH_CODE,DIAGNOSIS_CODES,ENROLL_PATIENT)",10055
370065,Test policy for med rec (NO_PHONE_CMR),10056
370066,Cordyceps infection,2001
370067,Randy's amazing policy,147
370068,Aetna Test,92
370069,SDP TEST,10058
370070,Test Med Sync Policy (MEDICAL_DATA_TAB),10059
370072,MedSync (MEDICAL_DATA_TAB),10059
370073,Tromp-Witting,92
370074,MedSync Test Policy (ENROLL_PATIENT),10060
370075,"Schowalter-Spinka (CMR_FIRST,TIP_ONLY)",10061
370076,"Schmitt, Abshire and Ankunding (CMR_FIRST,TIP_ONLY)",10062
370077,CMRFirstTestPolicy (CMR_FIRST),10063
370078,Randy RX Pro Ultimate,10064
370079,"FU TIP Policy (ENROLL_PATIENT,MEDICAL_DATA_TAB)",10065
370080,"Welch-Douglas (DIAGNOSIS_CODES,NO_PHONE_CMR)",10065
370081,"Rau Inc (MEDICAL_DATA_TAB,LAB_DATA)",10065
370082,Zender FU Tip Policy (TIP_ONLY),10066
370083,"Emmerich, Gusikowski and Marks",92
370084,FU TIP Policy (ENROLL_PATIENT),10065
370085,Policename_dummy,10068
370086,Randy's New Policy,10069
370087,MSFU Test 123 (MEDICAL_DATA_TAB),10065
370088,New Policy1,10030
370089,"Zender Attestation (ATTESTATION_REQUIRED,TIP_ONLY)",10070
370090,"Zender policy attestation (TIP_ONLY,ATTESTATION_REQUIRED)",10071
370091,"Zender Test Policy 1111 (ATTESTATION_REQUIRED,TIP_ONLY)",10072
370092,"Wolf Inc (CMR_FIRST,TIP_ONLY)",10074
370093,Randy's Perfect Policy,10075
370094,attestation_test (ATTESTATION_REQUIRED),92
370095,"Schultz Inc (CMR_FIRST,TIP_ONLY)",10076
370096,"Konopelski, Dibbert and Bins (CMR_FIRST,TIP_ONLY)",10077
370097,"Doyle LLC (CMR_FIRST,TIP_ONLY)",10078
370098,"Mitchell Group (CMR_FIRST,TIP_ONLY)",10079
370100,testPolicy,92
370101,Gerlach Group,92
370102,Attestation Center Exclusion,92
370103,POCT,96
370104,Randy's Newest Policy,10080
370105,"Stiedemann, Tromp and Rowe (CMR_FIRST,TIP_ONLY)",10082
370106,NewTherapyPolicy (DIAGNOSIS_CODES),10083
370107,NewTherapyPolicy2 (DIAGNOSIS_CODES),10083
370108,Sample Outcomes Policy 3,92
370111,Test Policy Name 123,92
370112,policy 123 test,10085
370113,Randy's Special Policy,10086
370114,"Brookshire Grocery (TIP_ONLY,NO_CMR,HIDE_PRIOR_AUTH_CODE)",10087
370115,Reg test,10089
370116,"Pharma rite aid policy test (ENROLL_PATIENT,ALLOW_DOCUMENTATION_OF_MULTIPLE_CMRS_IN_A_YEAR,ATTESTAT)",93
370117,"POCS Services (ENROLL_PATIENT,CMR_FIRST)",10090
370118,POCS Not enabledd (ENROLL_PATIENT),10090
370119,Feeney Inc (ATTESTATION_REQUIRED),92
370120,Test - Aug06,92
370121,Cardinal Test Trigger Policy,87
370122,Cardinal Trigger Policy 2,87
370123,Automation Test Policy4,87
370124,SH-Policy-Attestation,10092
370125,SH-Attestation-Policy1,10094
370126,SH-Attestation-Policy-5,10094
370127,SH-Attestation-Policy6,10094
370128,MyPharmacyPolicy1,10096
370129,Test - sep27,10079
370130,Test-Sep30-offshore,65
370131,Brookshire-Attestation-v2,10087
370132,PolicyA- Offshore-Test-Nov30,87
370133,CAH - TEST - POLICY - OFFSHORE,81
370134,NEW_POLICY,87
370135,NEW_POLICY_TEST,10000
370139,AutomationTest14Nov,92
370140,Test stage 23122021,87
370141,offshore-test-jan04,10098
370142,Warm Leads Policy (MEDICAL_DATA_TAB),10101
370145,test 22 april,10023
370146,Policy_offshore_test,87
370147,Test policy 27 April - edited,10058
370148,Nate Test Policy,87
370149,Nate Test Policy 2,87
370150,Nate Test Policy 3,87
370151,Automation Policy 12,10103
370154,RBC Demo Policy 2,2002
370155,Java Health Plan Policy,10104
370156,"Towne Group (CMR_FIRST,TIP_ONLY)",10105
370157,Sam’s Motivational Interviewing,86
370158,rocky since 1970,87
370159,Test_connect_edit_policy,10031
370160,Price Chopper Health Plan Pharmacy,10108
370161,expire 1,87
370162,expire 2,87
370163,Price Chopper Policy 2,10110
370164,Express Scripts Formulary Management,92
370165,Hodkiewicz Group (CMR_FIRST),93
370166,ML Test Policy (MEDICAL_DATA_TAB),10112
370167,fee testing10,69
370168,testing-policy-default-fees,92
370169,28Sep_Policy,87
370170,Policy_28Sep,10113
370171,Automation Policy 8,10103
370172,Automation Policy 9,10103
370173,Test stage 30092022,10023
370174,eHealth Policy,10116
370175,eHealth Policy 2,10116
370176,christest,70
370177,test default,79
370178,christest222,88
370179,new test default 1,87
370180,Nov_14_test,89
370181,new test default 2,87
370182,new test default 3,87
370183,new test default 4,87
370184,new test default 5,87
370185,christest222222,68
370186,new test default 6,87
370187,new test default 7,87
370188,Sam’s Motivational Interviewingsdsd,86
370189,new test default 8,87
370190,christest43432424,87
370191,christest12332425243,81
370192,Sample-Test,10085
370193,new test default 10,87
370194,gg1,92
370195,Walmart,10120
370196,Automation Policy 1,10103
370197,Automation Policy 2,10103
370198,Automation Policy 3,10103
370199,Automation Policy 4,10103
370200,Automation Policy 5,10103
370201,Automation Policy 6,10103
370202,Automation Policy 7,10103
370203,Automation Policy 10,10103
370204,Automation Policy 11,10103
370205,Automation Policy 13,10103
370206,Automation Policy 14,10103
370207,new b1,92
370208,new b2,87
370209,new b3,87
370210,new bulk1,87
370211,new r1,87
370212,new r2,87
370213,new b4,87
370214,b5,87
370215,new b6,87
370216,new b7,87
370217,new d1,87
370218,new d2,87
370219,OReilley Pharmacy,10121
370220,"Needs Refill Test Policy (ENROLL_PATIENT,LAB_DATA)",10122
370221,"Needs Refill Policy 2 (ENROLL_PATIENT,LAB_DATA)",10122
370222,"Howe, Pagac and Wiza (CMR_FIRST,TIP_ONLY)",10123
370223,90_day_policy (ENROLL_PATIENT),10124
370224,Chloe Test Polict (CMR_FIRST),92
370225,adam policy test,92
370226,chloe test policy 2/3 (CMR_FIRST),92
370227,alex test policy  (CMR_FIRST),92
370228,elaina test policy (CMR_FIRST),92
370229,Test AMC Policy (ENROLL_PATIENT),10126
370230,policy test 2/9 (ENROLL_PATIENT),92
370231,kroger sample policy (TIP_ONLY),92
370232,"test 2/9  (ATTESTATION_REQUIRED,POLICY_SUPPLIES_THIER_OWN_PATIENT_LIST)",92
370233,HL-Offshore-Policy-Test,10127
370234,Kinney Drug,10128
370235,test-policy,10130
370236,Offshore-Trigger-test-03Mar,11
370237,CAH-offshore-Policy,81
370238,Sams Club,10132
370239,pr test (ENROLL_PATIENT),2002
370240,Molina Medicaid - VA (TIP_ONLY),93
370241,pet_policy_1 (CMR_FIRST),10133
370242,pet_policy_2,10134
370243,pet_policy_2 (ALLOW_DOCUMENTATION_OF_MULTIPLE_CMRS_IN_A_YEAR),10134
370244,test1-policy,65
370245,DuBuque-Johnson (CMR_FIRST),10136
370246,"Homenick, Boehm and Terry (CMR_FIRST)",10137
370247,Langworth-Kozey (CMR_FIRST),10138
370248,Cruickshank-Marvin (MEDREC_FIRST),10139
370250,"Cruickshank-Marvin (MEDREC_FIRST) (ATTESTATION_REQUIRED,MEDREC_FIRST,ALLOW_DOCUMENTATION_OF_MULTIPL)",10140
370251,"Strosin, Kohler and Sanford",92
370252,Brand New Policy,92
370253,McCullough LLC,92
370254,Bahringer-Ferry,92
370255,Tromp-Davis,92
370256,Wuckert-Dibbert,92
370257,Walgreens Services,96
370258,Fry Test Policy 1,10141
370259,Fry Test Policy 1a,10141
370260,test mobius policy,92
370261,test pol,92
370262,policytest,92
370263,testpolicy 123,92
370264,testpolicy456,92
370265,testpolicy458,92
370266,Test Auto Policy,92
370267,test mobius policy678,93
370268,mobiuspolicy9294,92
370269,mobiuspolicy8987,92
370270,mobiuspolicy5666,93
370271,mobiuspolicy1874,92
370272,mobiuspolicy5453,93
370273,mobiuspolicy7266,92
370274,mobiuspolicy3004,93
370275,mobiuspolicy5676,92
370276,mobiuspolicy8989,93
370277,mobius client0655,92
