policyID,policyName,clientID,connectActive,centerID,PolicyCentreActiveFrom,PolicyCentreActiveTill
337,AURORA MTM PROGRAM,61,1,99776,1900-01-01,NULL
337,AURORA MTM PROGRAM,61,1,100881,1900-01-01,NULL
337,AURORA MTM PROGRAM,61,1,107178,1900-01-01,NULL
337,AURORA MTM PROGRAM,61,1,109365,1900-01-01,NULL
337,AURORA MTM PROGRAM,61,1,111002,1900-01-01,NULL
337,AURORA MTM PROGRAM,61,1,112263,1900-01-01,NULL
337,AURORA MTM PROGRAM,61,1,113595,1900-01-01,NULL
337,AURORA MTM PROGRAM,61,1,113596,1900-01-01,NULL
337,AURORA MTM PROGRAM,61,1,114861,1900-01-01,NULL
337,AURORA MTM PROGRAM,61,1,125295,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,1489,1900-01-01,NULL
260,HUMANA REFERRING PROGRAMS,72,1,1827,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,1835,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,1837,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,2114,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,2159,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,2163,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,2273,1900-01-01,NULL
97,IOWA PHARMACEUTICAL CASE MANAGEMENT,78,1,2328,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,2862,1900-01-01,NULL
260,HUMANA REFERRING PROGRAMS,72,1,2892,1900-01-01,NULL
97,IOWA PHARMACEUTICAL CASE MANAGEMENT,78,1,3015,1900-01-01,NULL
97,IOWA PHARMACEUTICAL CASE MANAGEMENT,78,1,3037,1900-01-01,NULL
97,IOWA PHARMACEUTICAL CASE MANAGEMENT,78,1,3798,1900-01-01,NULL
97,IOWA PHARMACEUTICAL CASE MANAGEMENT,78,1,3990,1900-01-01,NULL
97,IOWA PHARMACEUTICAL CASE MANAGEMENT,78,1,4028,1900-01-01,NULL
97,IOWA PHARMACEUTICAL CASE MANAGEMENT,78,1,4135,1900-01-01,NULL
97,IOWA PHARMACEUTICAL CASE MANAGEMENT,78,1,4136,1900-01-01,NULL
97,IOWA PHARMACEUTICAL CASE MANAGEMENT,78,1,4178,1900-01-01,NULL
97,IOWA PHARMACEUTICAL CASE MANAGEMENT,78,1,4179,1900-01-01,NULL
374,DHS-HH,96,1,4259,1900-01-01,NULL
375,U-PLAN,96,1,4259,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,4259,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,4266,1900-01-01,NULL
97,IOWA PHARMACEUTICAL CASE MANAGEMENT,78,1,4300,1900-01-01,NULL
97,IOWA PHARMACEUTICAL CASE MANAGEMENT,78,1,4301,1900-01-01,NULL
260,HUMANA REFERRING PROGRAMS,72,1,4302,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,4362,1900-01-01,NULL
374,DHS-HH,96,1,4380,1900-01-01,NULL
375,U-PLAN,96,1,4380,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,4380,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,4557,1900-01-01,NULL
97,IOWA PHARMACEUTICAL CASE MANAGEMENT,78,1,9482,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,9483,1900-01-01,NULL
260,HUMANA REFERRING PROGRAMS,72,1,10203,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,12248,1900-01-01,NULL
260,HUMANA REFERRING PROGRAMS,72,1,12249,1900-01-01,NULL
404,HUMANA NETWORK REFERRAL,72,1,12249,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,15216,1900-01-01,NULL
375,U-PLAN,96,1,15801,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,17379,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,20046,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,21306,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,21322,1900-01-01,NULL
375,U-PLAN,96,1,22089,1900-01-01,NULL
374,DHS-HH,96,1,22258,1900-01-01,NULL
375,U-PLAN,96,1,22258,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,22258,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,22380,1900-01-01,NULL
374,DHS-HH,96,1,22734,1900-01-01,NULL
375,U-PLAN,96,1,22734,1900-01-01,NULL
376,DAILYMED,96,1,22734,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,22734,1900-01-01,NULL
374,DHS-HH,96,1,22735,1900-01-01,NULL
375,U-PLAN,96,1,22735,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,22735,1900-01-01,NULL
374,DHS-HH,96,1,22736,1900-01-01,NULL
375,U-PLAN,96,1,22736,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,22736,1900-01-01,NULL
374,DHS-HH,96,1,22737,1900-01-01,NULL
375,U-PLAN,96,1,22737,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,22737,1900-01-01,NULL
374,DHS-HH,96,1,22738,1900-01-01,NULL
375,U-PLAN,96,1,22738,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,22738,1900-01-01,NULL
374,DHS-HH,96,1,22739,1900-01-01,NULL
375,U-PLAN,96,1,22739,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,22739,1900-01-01,NULL
374,DHS-HH,96,1,22740,1900-01-01,NULL
375,U-PLAN,96,1,22740,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,22740,1900-01-01,NULL
374,DHS-HH,96,1,22741,1900-01-01,NULL
375,U-PLAN,96,1,22741,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,22741,1900-01-01,NULL
374,DHS-HH,96,1,22742,1900-01-01,NULL
375,U-PLAN,96,1,22742,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,22742,1900-01-01,NULL
374,DHS-HH,96,1,22743,1900-01-01,NULL
375,U-PLAN,96,1,22743,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,22743,1900-01-01,NULL
374,DHS-HH,96,1,22744,1900-01-01,NULL
375,U-PLAN,96,1,22744,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,22744,1900-01-01,NULL
374,DHS-HH,96,1,22745,1900-01-01,NULL
375,U-PLAN,96,1,22745,1900-01-01,NULL
376,DAILYMED,96,1,22745,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,22745,1900-01-01,NULL
374,DHS-HH,96,1,22746,1900-01-01,NULL
375,U-PLAN,96,1,22746,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,22746,1900-01-01,NULL
374,DHS-HH,96,1,22747,1900-01-01,NULL
375,U-PLAN,96,1,22747,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,22747,1900-01-01,NULL
374,DHS-HH,96,1,22748,1900-01-01,NULL
375,U-PLAN,96,1,22748,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,22748,1900-01-01,NULL
374,DHS-HH,96,1,22749,1900-01-01,NULL
375,U-PLAN,96,1,22749,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,22749,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,22750,1900-01-01,NULL
374,DHS-HH,96,1,22751,1900-01-01,NULL
375,U-PLAN,96,1,22751,1900-01-01,NULL
376,DAILYMED,96,1,22751,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,22751,1900-01-01,NULL
374,DHS-HH,96,1,22752,1900-01-01,NULL
375,U-PLAN,96,1,22752,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,22752,1900-01-01,NULL
374,DHS-HH,96,1,22753,1900-01-01,NULL
375,U-PLAN,96,1,22753,1900-01-01,NULL
374,DHS-HH,96,1,22754,1900-01-01,NULL
375,U-PLAN,96,1,22754,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,22754,1900-01-01,NULL
374,DHS-HH,96,1,22755,1900-01-01,NULL
375,U-PLAN,96,1,22755,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,22755,1900-01-01,NULL
374,DHS-HH,96,1,22756,1900-01-01,NULL
375,U-PLAN,96,1,22756,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,22756,1900-01-01,NULL
374,DHS-HH,96,1,22757,1900-01-01,NULL
375,U-PLAN,96,1,22757,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,22757,1900-01-01,NULL
374,DHS-HH,96,1,22758,1900-01-01,NULL
375,U-PLAN,96,1,22758,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,22758,1900-01-01,NULL
374,DHS-HH,96,1,22759,1900-01-01,NULL
375,U-PLAN,96,1,22759,1900-01-01,NULL
374,DHS-HH,96,1,22760,1900-01-01,NULL
375,U-PLAN,96,1,22760,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,22760,1900-01-01,NULL
374,DHS-HH,96,1,22761,1900-01-01,NULL
375,U-PLAN,96,1,22761,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,22761,1900-01-01,NULL
374,DHS-HH,96,1,22762,1900-01-01,NULL
375,U-PLAN,96,1,22762,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,22762,1900-01-01,NULL
374,DHS-HH,96,1,22763,1900-01-01,NULL
375,U-PLAN,96,1,22763,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,22763,1900-01-01,NULL
374,DHS-HH,96,1,22764,1900-01-01,NULL
375,U-PLAN,96,1,22764,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,22764,1900-01-01,NULL
374,DHS-HH,96,1,22765,1900-01-01,NULL
375,U-PLAN,96,1,22765,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,22765,1900-01-01,NULL
374,DHS-HH,96,1,22766,1900-01-01,NULL
375,U-PLAN,96,1,22766,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,22766,1900-01-01,NULL
374,DHS-HH,96,1,22767,1900-01-01,NULL
375,U-PLAN,96,1,22767,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,22767,1900-01-01,NULL
374,DHS-HH,96,1,22768,1900-01-01,NULL
375,U-PLAN,96,1,22768,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,22768,1900-01-01,NULL
374,DHS-HH,96,1,22769,1900-01-01,NULL
375,U-PLAN,96,1,22769,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,22769,1900-01-01,NULL
374,DHS-HH,96,1,22770,1900-01-01,NULL
375,U-PLAN,96,1,22770,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,22770,1900-01-01,NULL
374,DHS-HH,96,1,22771,1900-01-01,NULL
375,U-PLAN,96,1,22771,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,22771,1900-01-01,NULL
374,DHS-HH,96,1,22772,1900-01-01,NULL
375,U-PLAN,96,1,22772,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,22772,1900-01-01,NULL
374,DHS-HH,96,1,22773,1900-01-01,NULL
375,U-PLAN,96,1,22773,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,22773,1900-01-01,NULL
374,DHS-HH,96,1,22774,1900-01-01,NULL
375,U-PLAN,96,1,22774,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,22774,1900-01-01,NULL
374,DHS-HH,96,1,22775,1900-01-01,NULL
375,U-PLAN,96,1,22775,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,22775,1900-01-01,NULL
374,DHS-HH,96,1,22776,1900-01-01,NULL
375,U-PLAN,96,1,22776,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,22776,1900-01-01,NULL
374,DHS-HH,96,1,22777,1900-01-01,NULL
375,U-PLAN,96,1,22777,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,22777,1900-01-01,NULL
374,DHS-HH,96,1,22778,1900-01-01,NULL
375,U-PLAN,96,1,22778,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,22778,1900-01-01,NULL
374,DHS-HH,96,1,22779,1900-01-01,NULL
375,U-PLAN,96,1,22779,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,22779,1900-01-01,NULL
374,DHS-HH,96,1,22780,1900-01-01,NULL
375,U-PLAN,96,1,22780,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,22780,1900-01-01,NULL
374,DHS-HH,96,1,22781,1900-01-01,NULL
375,U-PLAN,96,1,22781,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,22781,1900-01-01,NULL
374,DHS-HH,96,1,22782,1900-01-01,NULL
375,U-PLAN,96,1,22782,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,22782,1900-01-01,NULL
374,DHS-HH,96,1,22783,1900-01-01,NULL
375,U-PLAN,96,1,22783,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,22783,1900-01-01,NULL
374,DHS-HH,96,1,22784,1900-01-01,NULL
375,U-PLAN,96,1,22784,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,22784,1900-01-01,NULL
374,DHS-HH,96,1,22785,1900-01-01,NULL
375,U-PLAN,96,1,22785,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,22785,1900-01-01,NULL
374,DHS-HH,96,1,22786,1900-01-01,NULL
375,U-PLAN,96,1,22786,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,22786,1900-01-01,NULL
374,DHS-HH,96,1,22787,1900-01-01,NULL
375,U-PLAN,96,1,22787,1900-01-01,NULL
374,DHS-HH,96,1,22788,1900-01-01,NULL
375,U-PLAN,96,1,22788,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,22788,1900-01-01,NULL
374,DHS-HH,96,1,22789,1900-01-01,NULL
375,U-PLAN,96,1,22789,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,22789,1900-01-01,NULL
374,DHS-HH,96,1,22790,1900-01-01,NULL
375,U-PLAN,96,1,22790,1900-01-01,NULL
374,DHS-HH,96,1,22791,1900-01-01,NULL
375,U-PLAN,96,1,22791,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,22791,1900-01-01,NULL
374,DHS-HH,96,1,22792,1900-01-01,NULL
375,U-PLAN,96,1,22792,1900-01-01,NULL
374,DHS-HH,96,1,22793,1900-01-01,NULL
375,U-PLAN,96,1,22793,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,22793,1900-01-01,NULL
374,DHS-HH,96,1,22794,1900-01-01,NULL
375,U-PLAN,96,1,22794,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,22794,1900-01-01,NULL
374,DHS-HH,96,1,22795,1900-01-01,NULL
375,U-PLAN,96,1,22795,1900-01-01,NULL
374,DHS-HH,96,1,22796,1900-01-01,NULL
375,U-PLAN,96,1,22796,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,22796,1900-01-01,NULL
374,DHS-HH,96,1,22797,1900-01-01,NULL
375,U-PLAN,96,1,22797,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,22797,1900-01-01,NULL
374,DHS-HH,96,1,22798,1900-01-01,NULL
375,U-PLAN,96,1,22798,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,22798,1900-01-01,NULL
374,DHS-HH,96,1,22799,1900-01-01,NULL
375,U-PLAN,96,1,22799,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,22799,1900-01-01,NULL
374,DHS-HH,96,1,22800,1900-01-01,NULL
375,U-PLAN,96,1,22800,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,22800,1900-01-01,NULL
374,DHS-HH,96,1,22801,1900-01-01,NULL
375,U-PLAN,96,1,22801,1900-01-01,NULL
374,DHS-HH,96,1,22802,1900-01-01,NULL
375,U-PLAN,96,1,22802,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,22802,1900-01-01,NULL
374,DHS-HH,96,1,22803,1900-01-01,NULL
375,U-PLAN,96,1,22803,1900-01-01,NULL
374,DHS-HH,96,1,22804,1900-01-01,NULL
375,U-PLAN,96,1,22804,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,22804,1900-01-01,NULL
374,DHS-HH,96,1,22805,1900-01-01,NULL
375,U-PLAN,96,1,22805,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,22805,1900-01-01,NULL
374,DHS-HH,96,1,22806,1900-01-01,NULL
375,U-PLAN,96,1,22806,1900-01-01,NULL
374,DHS-HH,96,1,22807,1900-01-01,NULL
375,U-PLAN,96,1,22807,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,22807,1900-01-01,NULL
374,DHS-HH,96,1,22808,1900-01-01,NULL
375,U-PLAN,96,1,22808,1900-01-01,NULL
374,DHS-HH,96,1,22809,1900-01-01,NULL
375,U-PLAN,96,1,22809,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,22809,1900-01-01,NULL
374,DHS-HH,96,1,22810,1900-01-01,NULL
375,U-PLAN,96,1,22810,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,22810,1900-01-01,NULL
374,DHS-HH,96,1,22811,1900-01-01,NULL
375,U-PLAN,96,1,22811,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,22811,1900-01-01,NULL
374,DHS-HH,96,1,22812,1900-01-01,NULL
375,U-PLAN,96,1,22812,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,22812,1900-01-01,NULL
374,DHS-HH,96,1,22814,1900-01-01,NULL
375,U-PLAN,96,1,22814,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,22814,1900-01-01,NULL
374,DHS-HH,96,1,22815,1900-01-01,NULL
375,U-PLAN,96,1,22815,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,22815,1900-01-01,NULL
374,DHS-HH,96,1,22816,1900-01-01,NULL
375,U-PLAN,96,1,22816,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,22816,1900-01-01,NULL
374,DHS-HH,96,1,22817,1900-01-01,NULL
375,U-PLAN,96,1,22817,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,22817,1900-01-01,NULL
374,DHS-HH,96,1,22818,1900-01-01,NULL
375,U-PLAN,96,1,22818,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,22818,1900-01-01,NULL
374,DHS-HH,96,1,22819,1900-01-01,NULL
375,U-PLAN,96,1,22819,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,22819,1900-01-01,NULL
374,DHS-HH,96,1,22820,1900-01-01,NULL
375,U-PLAN,96,1,22820,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,22820,1900-01-01,NULL
374,DHS-HH,96,1,22821,1900-01-01,NULL
375,U-PLAN,96,1,22821,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,22821,1900-01-01,NULL
374,DHS-HH,96,1,22822,1900-01-01,NULL
375,U-PLAN,96,1,22822,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,22822,1900-01-01,NULL
374,DHS-HH,96,1,22823,1900-01-01,NULL
375,U-PLAN,96,1,22823,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,22823,1900-01-01,NULL
374,DHS-HH,96,1,22824,1900-01-01,NULL
375,U-PLAN,96,1,22824,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,22824,1900-01-01,NULL
374,DHS-HH,96,1,22825,1900-01-01,NULL
375,U-PLAN,96,1,22825,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,22825,1900-01-01,NULL
374,DHS-HH,96,1,22826,1900-01-01,NULL
375,U-PLAN,96,1,22826,1900-01-01,NULL
374,DHS-HH,96,1,22827,1900-01-01,NULL
375,U-PLAN,96,1,22827,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,22827,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,22828,1900-01-01,NULL
374,DHS-HH,96,1,22829,1900-01-01,NULL
375,U-PLAN,96,1,22829,1900-01-01,NULL
374,DHS-HH,96,1,22830,1900-01-01,NULL
375,U-PLAN,96,1,22830,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,22830,1900-01-01,NULL
374,DHS-HH,96,1,22831,1900-01-01,NULL
375,U-PLAN,96,1,22831,1900-01-01,NULL
374,DHS-HH,96,1,22832,1900-01-01,NULL
375,U-PLAN,96,1,22832,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,22832,1900-01-01,NULL
374,DHS-HH,96,1,22833,1900-01-01,NULL
375,U-PLAN,96,1,22833,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,22833,1900-01-01,NULL
374,DHS-HH,96,1,22834,1900-01-01,NULL
375,U-PLAN,96,1,22834,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,22834,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,22835,1900-01-01,NULL
374,DHS-HH,96,1,22836,1900-01-01,NULL
375,U-PLAN,96,1,22836,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,22836,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,22837,1900-01-01,NULL
374,DHS-HH,96,1,22838,1900-01-01,NULL
375,U-PLAN,96,1,22838,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,22838,1900-01-01,NULL
374,DHS-HH,96,1,22839,1900-01-01,NULL
375,U-PLAN,96,1,22839,1900-01-01,NULL
374,DHS-HH,96,1,22841,1900-01-01,NULL
375,U-PLAN,96,1,22841,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,22841,1900-01-01,NULL
374,DHS-HH,96,1,22842,1900-01-01,NULL
375,U-PLAN,96,1,22842,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,22842,1900-01-01,NULL
374,DHS-HH,96,1,22843,1900-01-01,NULL
375,U-PLAN,96,1,22843,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,22843,1900-01-01,NULL
374,DHS-HH,96,1,22844,1900-01-01,NULL
375,U-PLAN,96,1,22844,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,22844,1900-01-01,NULL
374,DHS-HH,96,1,22845,1900-01-01,NULL
375,U-PLAN,96,1,22845,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,22845,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,23240,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,23704,1900-01-01,NULL
374,DHS-HH,96,1,24050,1900-01-01,NULL
375,U-PLAN,96,1,24050,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,24050,1900-01-01,NULL
375,U-PLAN,96,1,24278,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,24431,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,24530,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,24600,1900-01-01,NULL
374,DHS-HH,96,1,24603,1900-01-01,NULL
375,U-PLAN,96,1,24603,1900-01-01,NULL
382,PS-WIMEDICAID,96,0,24603,1900-01-01,NULL
374,DHS-HH,96,1,24618,1900-01-01,NULL
375,U-PLAN,96,1,24618,1900-01-01,NULL
