326,CONSOLIDATED ASSOCIATIONS OF RAILROAD EMPLOYEES,74,0
337,AURORA MTM PROGRAM,61,1
338,CAREFIRST COMMERCIAL POPULATION,63,1
343,STERLING CONNECT 1,96,1
350,PRIMETIME HEALTH PLAN PPO,60,1
351,PRIMETIME HEALTH PLAN HMO,60,1
352,GOODSTART FOR FREESTYLE,95,0
353,LITTLE COMPANY OF MARY,100,1
356,AULTCARE HMO,60,1
357,BCBS ND COMMERCIAL POPULATION,62,1
358,PRIMETIME PRESCRIPTION DRUG PLAN,60,0
359,WINDSOR MAPD,88,0
360,WINDSOR STERLING MAPD,88,0
361,WINDSOR PDP,88,0
362,WINDSOR FRESENIUS,88,0
363,UIC-PQA STUDY (SUPERVALU),72,0
364,UIC-PQA STUDY (HUMANA TELEPHONIC),72,0
366,EASY CHOICE HEALTH PLAN OF NEW YORK- SPECTRAL SOLUTIONS,86,1
367,TPA - TEXAS MEDICAID,104,0
368,PLUMBERS LOCAL 562,74,0
369,UPMC HEALTH PLAN,87,0
370,ALAMEDA ALLIANCE FOR HEALTH - SPD,57,0
372,ALLINA HEALTH SYSTEM,58,1
374,DHS-HH,96,1
375,U-PLAN,96,1
376,DAILYMED,96,1
378,CARESOURCE MEDICAID,65,1
379,CARESOURCE MEDICARE,65,1
381,ALBANY NEPHROLOGY PHARMACY GROUP,97,0
382,PS-WIMEDICAID,96,0
383,HEALTH PARTNERS MEDICAID,89,1
384,AMERIGROUP COMMUNITY CARE TEXAS,90,1
385,TARGET MSP PILOT,91,0
386,HEALTHPARTNERS TEST TIP RUN,89,0
388,AMERIGROUP KANSAStest,90,1
389,AULTONE,60,1
390,CARESOURCE KENTUCKY MEDICAID,65,1
391,AMERIGROUP LOUISIANA,90,1
393,GOODSTART FOR WELCHOL,95,0
395,ACO DISCHARGE_copy #2,96,1
396,BLUE SHIELD 65 PLUS MAPD,94,1
397,BLUE SHIELD OF CALIFORNIA PDP,94,1
399,BCBS AL MEDICARE PDP,62,0
401,BCBS AL MEDICARE MAPD,62,0
402,MCHA - MINNESOTA COMPREHENSIVE HEALTH ASSOCIATION,76,1
403,BCBS TN MEDICARE PDP,62,0
404,HUMANA NETWORK REFERRAL,72,1
405,AULTCARE-GREER STEEL,60,1
406,AULTCARE- LEONARD INSURANCE,60,0
408,AULTCARE-AULTMAN HOSPITAL,60,1
409,CHC OF CAPE COD,102,1
410,HY-VEE EMPLOYEES,101,1
411,Blue Shield Commercial HMO,94,1
412,TRINITY PIONEER ACO,103,1
413,UHC-AARP MEDICARECOMPLETE,105,1
414,UHC-ERICKSON ADVANTAGE,105,1
415,UHC-SHARP SECUREHORIZONS PLAN,105,1
416,UHC-UNITEDHEALTHCARE MEDICARE,105,1
417,UHC-UNITEDHEALTHCARE NURSING HOME PLAN,105,1
418,UHC-PHYSICIANS HEALTH CHOICE,105,0
420,AULTCARE REFERRAL,60,1
421,HUMANA STARS PROGRAM (DTM),72,1
423,HUMANA STARS PROGRAM (HRM),72,0
424,PACIFICSOURCE REFERRALS,80,1
425,BLUECROSS BLUESHIELD OF MINNESOTA - BLUE ESSENTIALS,62,0
426,BLUECROSS BLUESHIELD OF MINNESOTA - SECUREBLUE,62,0
428,TPA- ASTHMA,104,1
429,TRINITY ACO REFERRALS,103,1
430,Mi-T-M Corporation,106,0
431,FLORIDA BLUE  -  BLUEMEDICARE HMO,62,0
432,Florida Blue - BlueMedicare PPO,62,0
433,Florida Blue - BlueMedicare Regional PPO,62,0
434,Florida Blue - BlueMedicare Rx (PDP),62,0
435,HEALTH PARTNERS MEDICARE,89,1
436,OUTCOMESMTM EMPLOYEE  MTM PROGRAM,107,1
437,AULTCARE- MARKET PLACE HMO,60,1
438,AULTCARE- MARKET PLACE INDIVIDUAL,60,1
439,AULTCARE- MARKET PLACE PMIC,60,1
440,AULTCARE- MARKET PLACE MLIC,60,1
441,BLUECROSS BLUESHIELD TENNESEE - BLUEADVANTAGE PPO,108,1
442,BLUECROSS BLUESHIELD TENNESEE- BLUECHOICE HMO,108,1
443,BLUECROSS BLUESHIELD TENNESEE - BLUECARE PLUS SNP,108,1
444,SENIOR CARE PLUS HMO (HOMETOWN HEALTH),109,1
445,SENIOR CARE PLUS FREEDOM RX PPO (HOMETOWN HEALTH),109,1
446,BlueCross BlueShield of South Carolina (H4209),62,0
447,BlueCross BlueShield of South Carolina PDP (S5953),62,0
448,Arkansas BlueCross BlueShield PDP (S5795),62,0
449,Arkansas BlueCross BlueShield MAPD - PFFS (H4213),62,1
450,Arkansas BCBS MAPD - PPO (H8091),62,1
451,Arkansas BCBS Health Advantage (HMO)-(H9699),62,0
452,Capital Health Plan (H5938),62,1
453,PrimeWest Senior Health Complete,62,1
454,Prime Health Complete,62,1
456,Good Shepherd Medication Management,110,0
457,St. Vincent De Paul Charitable Pharmacy,111,0
458,University of the Pacific,112,0
459,CareSource Ohio Exchange – Just4Me,65,1
460,Health Plan of San Mateo - CareAdvantage CMC,70,1
461,Research - Price Chopper 36,113,0
497,SVdP - Cincinnati,114,1
498,CareSource MyCare Ohio,65,1
499,Communicare Advantage Cal MediConnect Plan,69,1
500,LA Care CalMediConnect (CMC) Plan,75,1
501,UHC-UnitedHealthcare Dual SNP,105,1
502,BlueCross BlueShield of Tennesse - Blue Rx,62,1
503,Blue Cross and Blue Shield of Minnesota - Medicare HMO,62,1
504,BCBS Rhode Island Medicare- PCMH,115,1
505,BCBS Rhode Island Commercial- PCMH,115,1
506,BCBS Rhode Island Medicare BlueCHiP,115,1
507,BCBS Rhode Island Commercial,115,1
508,IPA NPM,116,1
509,BCBS of Alabama and BCBS Tennessee BlueRx (S1030)-STAR,62,1
510,BCBS Alabama Blue Advantage (H0104)-STAR,62,1
511,Capital Health Plan (H5938)-STAR,62,1
512,PrimeWest Senior Health Complete (H2416)-STAR,62,1
513,Prime Health Complete (H2926)-STAR,62,1
514,Arkansas BCBS MEDI-PAK MAPD (H4213)-STAR,62,1
515,Arkansas BCBS MEDI-PAK MAPD (H8091)-STAR,62,1
516,Arkansas BCBS MEDI-PAK PDP (S5795)-STAR,62,1
517,Arkansas BCBS MEDI-PAK MAPD (H9699)-STAR,62,1
518,BCBS of South Carolina MAPD (H4209)-STAR,62,0
519,BCBS of South Carolina PDP (S5953)-STAR,62,1
520,PacificSource Clinic Referral,80,0
521,BCBS of South Carolina - Medicare Blue,62,1
522,BCBS of South Carolina - MedBlue Rx,62,1
523,BCBS of North Carolina HMO(H3449) - STAR,62,1
524,BCBS of North Carolina PPO(H3404) - STAR,62,1
525,Florida Blue–BlueMedicare PPO(H5434)- STAR,62,1
526,Florida Blue–BlueMedicare HMO(H1026)- STAR,62,1
527,Humana MTM - PDP,72,1
528,BCBS OF NORTH CAROLINA – BLUEMEDICARE HMO,62,1
529,BCBS OF NORTH CAROLINA – BLUEMEDICARE PPO,62,1
530,BCBS OF NORTH CAROLINA – BLUE MEDICARE RX,62,1
531,BCBS OF ALABAMA AND BCBS OF TENNESSEE BLUERX,62,0
532,BCBS OF ALABAMA BLUERX,62,0
533,BCBS OF ALABAMA BLUE ADVANTAGE,62,1
534,FLORIDA BLUE - BLUEMEDICARE HMO,62,1
535,FLORIDA BLUE - BLUE MEDICARE PPO,62,1
536,NuCara Employees,118,1
537,Health Net,117,1
538,Passport Health Plan,119,1
539,Humana DTM,72,1
540,BCBS of Illinois (H3822),62,1
541,BCBS of Texas (H1666),62,1
542,BCBS of New Mexico HMO (H3822),62,1
543,BCBS of New Mexico PPO (H8634),62,1
544,BCBS of Montana (H0107),62,1
545,BCBS of Oklahoma HMO (H3979),62,1
546,BCBS of Oklahoma PPO(H8634),62,1
547,HUMANA MED ADHERENCE,72,1
548,BCBS OF RHODE ISLAND REFERRALS,115,1
549,San Francisco Health Plan,120,1
551,iPAC- TX,121,1
552,BCBS OF NORTH CAROLINA (COMMERCIAL UWN),62,1
553,BCBS OF NORTH CAROLINA (COMMERCIAL IND),62,1
555,Soundpath Health,NULL,1
537,Health Net,117,0
559,HeartlandPlains Health,NULL,1
560,ClearRiver Health,NULL,1
557,United American,NULL,1
561,MCS Classicare Platino,124,1
562,MCS Classicare,124,1
568,RiverLink of Ohio,NULL,1
563,MedStar Medicare Choice,NULL,1
564,Premier Health Plan,NULL,1
565,IU Health Plans,NULL,1
567,Piedmont WellStar Health Plans,NULL,1
424,PACIFICSOURCE REFERRALS,80,0
319,PACIFICSOURCE MEDICARE,80,0
520,PacificSource Clinic Referral,80,0
232,ALAMEDA ALLIANCE FOR HEALTH - MEDICARE PART D,57,0
547,HUMANA MED ADHERENCE,72,0
417,UHC-UNITEDHEALTHCARE NURSING HOME PLAN,105,0
554,Citizens Choice Health Plan (HMO),NULL,1
501,UHC-UnitedHealthcare Dual SNP,105,0
317,HUMANA PREFERRED RX MTM,72,0
399,BCBS AL MEDICARE PDP,62,0
401,BCBS AL MEDICARE MAPD,62,0
403,BCBS TN MEDICARE PDP,62,0
425,BLUECROSS BLUESHIELD OF MINNESOTA - BLUE ESSENTIALS,62,0
426,BLUECROSS BLUESHIELD OF MINNESOTA - SECUREBLUE,62,0
431,FLORIDA BLUE  -  BLUEMEDICARE HMO,62,0
433,Florida Blue - BlueMedicare Regional PPO,62,0
434,Florida Blue - BlueMedicare Rx (PDP),62,0
446,BlueCross BlueShield of South Carolina (H4209),62,0
447,BlueCross BlueShield of South Carolina PDP (S5953),62,0
448,Arkansas BlueCross BlueShield PDP (S5795),62,0
450,Arkansas BCBS MAPD - PPO (H8091),62,0
546,BCBS of Oklahoma PPO(H8634),62,0
556,First United American,NULL,1
569,RiverLink of  Kentucky,NULL,1
142,MEDI-CAREFIRST PDP,63,0
168,PARTNERSHIP HEALTH PLAN,81,0
255,LA CARE SNP MEDICARE PART D,75,0
258,HUMANA COMMERCIAL,72,0
290,AMERICAS 1ST CHOICE OF NC- SPECTRAL SOLUTIONS,86,0
338,CAREFIRST COMMERCIAL POPULATION,63,0
379,CARESOURCE MEDICARE,65,0
402,MCHA - MINNESOTA COMPREHENSIVE HEALTH ASSOCIATION,76,0
441,BLUECROSS BLUESHIELD TENNESEE - BLUEADVANTAGE PPO,108,0
442,BLUECROSS BLUESHIELD TENNESEE- BLUECHOICE HMO,108,0
443,BLUECROSS BLUESHIELD TENNESEE - BLUECARE PLUS SNP,108,0
449,Arkansas BlueCross BlueShield MAPD - PFFS (H4213),62,0
452,Capital Health Plan (H5938),62,0
453,PrimeWest Senior Health Complete,62,0
454,Prime Health Complete,62,0
500,LA Care CalMediConnect (CMC) Plan,75,1
502,BlueCross BlueShield of Tennesse - Blue Rx,62,0
503,Blue Cross and Blue Shield of Minnesota - Medicare HMO,62,0
509,BCBS of Alabama and BCBS Tennessee BlueRx (S1030)-STAR,62,0
510,BCBS Alabama Blue Advantage (H0104)-STAR,62,0
512,PrimeWest Senior Health Complete (H2416)-STAR,62,0
521,BCBS of South Carolina - Medicare Blue,62,0
522,BCBS of South Carolina - MedBlue Rx,62,0
523,BCBS of North Carolina HMO(H3449) - STAR,62,0
524,BCBS of North Carolina PPO(H3404) - STAR,62,0
528,BCBS OF NORTH CAROLINA – BLUEMEDICARE HMO,62,0
530,BCBS OF NORTH CAROLINA – BLUE MEDICARE RX,62,0
533,BCBS OF ALABAMA BLUE ADVANTAGE,62,0
534,FLORIDA BLUE - BLUEMEDICARE HMO,62,0
535,FLORIDA BLUE - BLUE MEDICARE PPO,62,0
543,BCBS of New Mexico PPO (H8634),62,0
544,BCBS of Montana (H0107),62,0
545,BCBS of Oklahoma HMO (H3979),62,0
428,TPA- ASTHMA,104,0
372,ALLINA HEALTH SYSTEM,58,0
558,StableView Health- Inactive,NULL,0
566,StableView Health,NULL,1
270,COMMUNITY HEALTH GROUP,69,0
570,Wegmans Employees,NULL,0
337,AURORA MTM PROGRAM,61,1
527,Humana MTM - PDP,72,1
539,Humana DTM,72,0
421,HUMANA STARS PROGRAM (DTM),72,0
513,Prime Health Complete (H2926)-STAR,62,0
529,BCBS OF NORTH CAROLINA – BLUEMEDICARE PPO,62,0
525,Florida Blue–BlueMedicare PPO(H5434)- STAR,62,0
526,Florida Blue–BlueMedicare HMO(H1026)- STAR,62,0
542,BCBS of New Mexico HMO (H3822),62,0
571,HUMANA HRM,72,0
570,Wegmans Employees,NULL,0
512,PrimeWest Senior Health Complete (H2416)-STAR,62,1
513,Prime Health Complete (H2926)-STAR,62,1
315,HUMANA FOCUSED COMMERCIAL (LIMITED MTMS),72,0
316,HUMANA FOCUSED PART D (LIMITED MTMS),72,0
409,CHC OF CAPE COD,102,0
353,LITTLE COMPANY OF MARY,100,0
504,BCBS Rhode Island Medicare- PCMH,115,1
505,BCBS Rhode Island Commercial- PCMH,115,1
570,Wegmans Employees,NULL,1
571,HUMANA HRM,72,1
572,TGT,91,0
573,TGT- Med D,91,0
448,Arkansas BlueCross BlueShield PDP (S5795),62,1
452,Capital Health Plan (H5938),62,1
522,BCBS of South Carolina - MedBlue Rx,62,1
528,BCBS OF NORTH CAROLINA – BLUEMEDICARE HMO,62,1
572,TGT,91,1
573,TGT- Med D,91,1
530,BCBS OF NORTH CAROLINA – BLUE MEDICARE RX,62,1
532,BCBS OF ALABAMA BLUERX,62,1
533,BCBS OF ALABAMA BLUE ADVANTAGE,62,1
526,Florida Blue–BlueMedicare HMO(H1026)- STAR,62,1
525,Florida Blue–BlueMedicare PPO(H5434)- STAR,62,1
575,Humana MTM- PDP- Internal,72,0
574,Humana MTM- Internal,72,1
577,CareSource Indiana Exchange - Just4Me,65,0
575,Humana MTM- PDP- Internal,72,1
350,PRIMETIME HEALTH PLAN PPO,60,0
501,UHC-UnitedHealthcare Dual SNP,105,1
529,BCBS OF NORTH CAROLINA – BLUEMEDICARE PPO,62,1
537,Health Net,117,1
523,BCBS of North Carolina HMO(H3449) - STAR,62,1
524,BCBS of North Carolina PPO(H3404) - STAR,62,1
503,Blue Cross and Blue Shield of Minnesota - Medicare HMO,62,1
578,CareOregon Advantage MTMP,NULL,0
580,CareOregon High Risk,NULL,0
579,CareOregon Advantage Star,NULL,0
576,CareSource Kentucky Exchange - Just4Me,65,0
581,Priority Health Commercial,83,1
581,Priority Health Commercial,83,0
577,CareSource Indiana Exchange - Just4Me,65,1
576,CareSource Kentucky Exchange - Just4Me,65,1
553,BCBS OF NORTH CAROLINA (COMMERCIAL IND),62,0
552,BCBS OF NORTH CAROLINA (COMMERCIAL UWN),62,0
504,BCBS Rhode Island Medicare- PCMH,115,1
505,BCBS Rhode Island Commercial- PCMH,115,1
582,UHC- Preferred Care Partners,105,1
583,UHC- Medica Healthcare,105,0
578,CareOregon Advantage MTMP,NULL,1
579,CareOregon Advantage Star,NULL,1
585,Allied National,NULL,0
584,CareOregon Medicaid High Risk,NULL,0
583,UHC- Medica Healthcare,105,1
587,CareOregon Medicaid CS,NULL,0
586,CareOregon Medicaid Metrics,NULL,0
450,Arkansas BCBS MAPD - PPO (H8091),62,1
451,Arkansas BCBS Health Advantage (HMO)-(H9699),62,1
453,PrimeWest Senior Health Complete,62,1
454,Prime Health Complete,62,1
534,FLORIDA BLUE - BLUEMEDICARE HMO,62,1
432,Florida Blue - BlueMedicare PPO,62,1
449,Arkansas BlueCross BlueShield MAPD - PFFS (H4213),62,1
535,FLORIDA BLUE - BLUE MEDICARE PPO,62,1
581,Priority Health Commercial,83,1
588,Blue Shield Commercial- AppleCare,94,0
585,Allied National,NULL,1
429,TRINITY ACO REFERRALS,103,0
412,TRINITY PIONEER ACO,103,0
566,StableView Health,NULL,1
343,STERLING CONNECT 1,96,0
589,Humana Med Sync,72,0
337,AURORA MTM PROGRAM,61,1
249,MERCY MEDICAL CENTER - DUBUQUE,78,1
540,BCBS of Illinois (H3822),62,0
592,OptumRx-UnitedHealthCare Connected,132,1
593,OptumRx-UnitedHealthcare Connected for MyCare Ohio,132,1
594,OptumRx-UnitedHealthcare Senior Care Options,132,1
595,OptumRx-UnitedHealthcare Community Plan,132,1
596,OptumRx-UnitedHealthcare,132,1
597,OptumRx-Sierra Spectrum,132,1
598,OptumRx-Senior Dimensions,132,1
599,OptumRx-Erickson Advantage H5652,132,0
592,OptumRx-UnitedHealthCare Connected,132,1
593,OptumRx-UnitedHealthcare Connected for MyCare Ohio,132,1
599,OptumRx-Erickson Advantage H5652,132,1
602,Humana MTM-H1036,72,0
602,Humana MTM-H1036,72,0
417,UHC-UNITEDHEALTHCARE NURSING HOME PLAN,105,1
624,ATRIO Health Plans H5995,59,0
625,ATRIO Health Plans H7006,59,0
626,ATRIO Health Plans H6743,59,0
627,ATRIO Health Plans H3814,59,0
561,MCS Classicare Platino,124,0
632,UCare (MSHO),138,0
664,Chinese Community Health Plan- Internal,139,0
627,ATRIO Health Plans H3814,59,1
624,ATRIO Health Plans H5995,59,1
626,ATRIO Health Plans H6743,59,1
625,ATRIO Health Plans H7006,59,1
664,Chinese Community Health Plan- Internal,139,0
632,UCare (MSHO),138,0
561,MCS Classicare Platino,124,1
599,OptumRx-Erickson Advantage H5652,132,0
664,Chinese Community Health Plan- Internal,139,1
632,UCare (MSHO),138,1
667,UHC- Medication Synchronization,105,0
667,UHC- Medication Synchronization,105,1
669,Passport Advantage Medicare,140,1
735,Humana EMTM – High,72,0
737,Humana EMTM – Low,72,0
736,Humana EMTM – Medium,72,0
738,Humana EMTM – Monitoring,72,0
736,Humana EMTM – Medium,72,0
737,Humana EMTM – Low,72,0
738,Humana EMTM – Monitoring,72,0
735,Humana EMTM – High,72,0
323,HUMANA PUERTO RICO,72,0
397,BLUE SHIELD OF CALIFORNIA PDP,94,0
323,HUMANA PUERTO RICO,72,1
735,Humana EMTM – High,72,1
737,Humana EMTM – Low,72,1
736,Humana EMTM – Medium,72,1
738,Humana EMTM – Monitoring,72,1
397,BLUE SHIELD OF CALIFORNIA PDP,94,1
36000,TIPS AND CMR ONLY POLICY (36000),10000,1
36001,TIPS ONLY POLICY (36001),10000,1
36002,CMR FIRST TIPS ONLY POLICY (36002),10000,1
36003,"CMR, TIPS AND PRESCRIBER CONSULTATION POLICY (36003)",10000,1
36004,"CMR, No Phone POLICY (36004)",10000,1
36005,"CMR, No Telehealth POLICY (36005)",10000,1
36006,"CMR, No PA Code POLICY (36006)",10000,1
300007,"NO CMR, NO TIPS POLICY (300007)",10000,1
360007,"NO CMR, NO TIPS POLICY (360007)",10000,1
370007,"NO CMR, NO TIPS POLICY (370007)",10000,1
30000,TIPS AND CMR ONLY POLICY (30000),10000,1
30001,TIPS ONLY POLICY (30001),10000,1
30002,CMR FIRST TIPS ONLY POLICY (30002) new,10000,1
30003,"CMR, TIPS AND PRESCRIBER CONSULTATION POLICY (30003)",10000,1
30004,"CMR, No Phone POLICY (30004)",10000,1
30005,"CMR, No Telehealth POLICY (30005)",10000,1
30006,"CMR, No PA Code POLICY (30006)",10000,1
30009,30009 PrimaryPatientIndicator,10000,1
30010,NoCenterPatient POLICY (30010),10000,1
30500,30500 POLICY (30500),10000,1
37000,TIPS AND CMR ONLY POLICY (37000),10000,1
37001,TIPS ONLY POLICY (37001),10000,1
37002,CMR FIRST TIPS ONLY POLICY (37002),10000,1
37003,"CMR, TIPS AND PRESCRIBER CONSULTATION POLICY (37003)",10000,1
37004,"CMR, No Phone POLICY (37004)",10000,1
37005,"CMR, No Telehealth POLICY (37005)",10000,1
37006,"CMR, No PA Code POLICY (37006)",10000,1
38000,TIPS AND CMR ONLY POLICY (38000),10000,1
38001,TIPS ONLY POLICY (38001),10000,1
38002,CMR FIRST TIPS ONLY POLICY (38002),10000,1
38003,"CMR, TIPS AND PRESCRIBER CONSULTATION POLICY (38003)",10000,1
38004,"CMR, No Phone POLICY (38004)",10000,1
38005,"CMR, No Telehealth POLICY (38005)",10000,1
38006,"CMR, No PA Code POLICY (38006)",10000,1
370010,UX Test Policy,93,1
10,Outcomes Sample Policy 1,92,1
20,Outcomes Sample Policy 2,93,1
30,Care Connections Fuse,92,1
2000,FUSE TIP ONLY POLICY #1,2000,1
2001,FUSE PI ONLY POLICY #1,2000,1
2002,FUSE TIP & PI POLICY #1,2000,1
2003,REGRESSION TEST  TIP & PI POLICY #1,2001,1
2004,CONNECT MIMIC #378,2002,1
2005,CONNECT MIMIC #383,2002,1
2006,CONNECT MIMIC #527,2002,1
370012,Grant LLC (TIPS_ONLY),10002,1
370013,Williamson-Mertz (TIPS_ONLY),10002,1
370014,Kautzer Inc (TIPS_ONLY),10005,1
370015,Mante Group (TIPS_ONLY),10005,1
370016,Ziemann Inc (TIPS_ONLY),10006,1
370017,Champlin LLC (TIPS_ONLY),10006,1
370018,"Koelpin, Ryan and Schultz (ONE_CMR_CAL_YEAR)",10007,1
370019,"Pouros, Adams and Walter (ONE_CMR_CAL_YEAR)",10007,1
370020,"Will Group (NO_CMR,MULTI_CMRS_CAL_YEAR)",10009,1
370021,"Gusikowski Group (NO_CMR,MULTI_CMRS_CAL_YEAR)",10009,1
370022,"Rogahn, Thiel and Witting (ONE_CMR_CAL_YEAR)",10010,1
370023,Rowe and Sons (ONE_CMR_CAL_YEAR),10010,1
815,Aetna Better Health of Louisiana,148,0
370024,Kohler-Thompson (ONE_CMR_CAL_YEAR),10010,1
370025,Schulist-Morar (ONE_CMR_CAL_YEAR),10010,1
370026,"Moen, Hoeger and Stehr (CMR_FIRST,TIPS_ONLY)",92,1
370027,"Kuhlman, Satterfield and Hudson (CMR_FIRST,TIPS_ONLY)",92,1
370028,Test OMTM,10013,1
603,Testing CMR First,57,0
388,AMERIGROUP KANSAStest,90,0
370029,1.47.0,10014,1
370030,"Lowe, Rau and Schaden (ATTESTATION_REQUIRED)",10015,1
370031,Gleason Inc (),10016,1
370032,Koss and Sons (ATTESTATION_REQUIRED),10017,1
370033,"Murray and Sons (CMR_FIRST,TIP_ONLY)",10019,1
370034,"Rohan, Kuhlman and Swift (CMR_FIRST,TIP_ONLY)",10020,1
370035,"Reichel-Crona (CMR_FIRST,TIP_ONLY)",10021,1
370036,"Rau and Sons (CMR_FIRST,TIP_ONLY)",10022,1
370038,Medicare Plan,92,1
370039,"Considine, Schultz and Mante (NO_CMR)",92,1
370040,Dudebro's Policy,10026,1
370042,"O'Hara, Kuhic and Bruen (ENROLL_PATIENT,ATTESTATION_REQUIRED)",10028,1
370043,New Policy,10030,1
10,Outcomes Sample Policy 1,92,1
370044,test1234,10031,1
370045,"Pacocha and Sons (NO_CMR,POLICY_SUPPLIES_THIER_OWN_PATIENT_LIST)",92,1
370046,Awesome,10032,1
370047,Regression Policy 1,10037,1
370049,Reg_55,10038,1
370050,"Sawayn and Sons (CMR_FIRST,TIP_ONLY)",10039,1
370051,"Stoltenberg, Lesch and Hilll (CMR_FIRST,TIP_ONLY)",10039,1
370053,Randys Policy,10032,1
370054,Randys Great Policy,10041,1
370055,"Shields, Hilll and Gaylord (CMR_FIRST)",10042,1
370056,"Lemke, VonRueden and Reilly (MEDREC_FIRST)",10043,1
370057,Schimmel-Hand (MEDREC_FIRST),10049,1
370060,Randy's Policy A Place that Cares,10051,1
10,Outcomes Sample Policy 1,92,1
370061,"Ucare Test Policy (ATTESTATION_REQUIRED,CMR_FIRST)",10053,1
370062,"Test Unfinished MedRec (ENROLL_PATIENT,MEDICAL_DATA_TAB,MEDREC_FIRST)",10054,1
370063,"Test Unfinished MedRec (ENROLL_PATIENT,MEDREC_FIRST)",10054,1
370064,"Med Rect Test Policy (HIDE_PRIOR_AUTH_CODE,DIAGNOSIS_CODES,ENROLL_PATIENT)",10055,1
370065,Test policy for med rec (NO_PHONE_CMR),10056,1
370066,Cordyceps infection,2001,1
2002,FUSE TIP & PI POLICY #1,2000,0
2002,FUSE TIP & PI POLICY #1,2000,1
370067,Randy's amazing policy,147,1
370068,Aetna Test,92,1
370069,SDP TEST,10058,1
370059,PSDP TEST,92,1
370070,Test Med Sync Policy (MEDICAL_DATA_TAB),10059,1
370072,MedSync (MEDICAL_DATA_TAB),10059,1
370073,Tromp-Witting,92,1
370074,MedSync Test Policy (ENROLL_PATIENT),10060,1
370075,"Schowalter-Spinka (CMR_FIRST,TIP_ONLY)",10061,1
370076,"Schmitt, Abshire and Ankunding (CMR_FIRST,TIP_ONLY)",10062,1
370077,CMRFirstTestPolicy (CMR_FIRST),10063,1
370078,Randy RX Pro Ultimate,10064,1
370079,"FU TIP Policy (ENROLL_PATIENT,MEDICAL_DATA_TAB)",10065,1
370080,"Welch-Douglas (DIAGNOSIS_CODES,NO_PHONE_CMR)",10065,1
