"policyID","policyName","policyTypeID","IsMedicarePolicy","createdAt","createdBy","updatedAt","updatedBy","contractID"
2831,"RCS - FARMACIA SAN RAFAEL, QUEBRADILLAS",9,False,"2023-11-30 04:33:03.31376+00",NULL,"2023-11-30 04:33:03.31376+00",NULL,952
3058,"RCS - Hubbard and Curry",9,False,"2023-11-30 04:33:03.31376+00",NULL,"2023-11-30 04:33:03.31376+00",NULL,1179
3150,"RCS - KM PHARMACY LLC., FLUSHING",9,False,"2023-11-30 04:33:03.31376+00",NULL,"2023-11-30 04:33:03.31376+00",NULL,1271
2805,"RCS - FARMACIA LORRAINE",9,False,"2023-11-30 04:33:03.31376+00",NULL,"2023-11-30 04:33:03.31376+00",NULL,926
2763,"RCS - Family Pharmacy at Allegro Plaza, COLUMBUS",9,False,"2023-11-30 04:33:03.31376+00",NULL,"2023-11-30 04:33:03.31376+00",NULL,884
2696,"RCS - EDGEWOOD PHARMACY, JACKSONVILLE",9,False,"2023-11-30 04:33:03.31376+00",NULL,"2023-11-30 04:33:03.31376+00",NULL,817
2766,"RCS - FAMILY PHARMACY OF MOUNTAIN GROVE, MOUNTAIN GROVE",9,False,"2023-11-30 04:33:03.31376+00",NULL,"2023-11-30 04:33:03.31376+00",NULL,887
2781,"RCS - FARMACIA DEL POZO, MANATI",9,False,"2023-11-30 04:33:03.31376+00",NULL,"2023-11-30 04:33:03.31376+00",NULL,902
3074,"RCS - INTERNATIONAL DRUGS, PATERSON",9,False,"2023-11-30 04:33:03.31376+00",NULL,"2023-11-30 04:33:03.31376+00",NULL,1195
3132,"RCS - KENNETH VILLAGE PHARMACY GLENDALE",9,False,"2023-11-30 04:33:03.31376+00",NULL,"2023-11-30 04:33:03.31376+00",NULL,1253
2979,"RCS - HAVEN DRUGS, MEDFORD",9,False,"2023-11-30 04:33:03.31376+00",NULL,"2023-11-30 04:33:03.31376+00",NULL,1100
2744,"RCS - Falfurrias Family Pharmacy",9,False,"2023-11-30 04:33:03.31376+00",NULL,"2023-11-30 04:33:03.31376+00",NULL,865
2925,"RCS - GOOD BUY DRUG LLC dba BEACON PHARMACY",9,False,"2023-11-30 04:33:03.31376+00",NULL,"2023-11-30 04:33:03.31376+00",NULL,1046
3123,"RCS - KAMAS FOODTOWN PHARMACY",9,False,"2023-11-30 04:33:03.31376+00",NULL,"2023-11-30 04:33:03.31376+00",NULL,1244
3133,"RCS - KENTS PHARMACY",9,False,"2023-11-30 04:33:03.31376+00",NULL,"2023-11-30 04:33:03.31376+00",NULL,1254
2715,"RCS - ENCINO CARE PHARMACY II",9,False,"2023-11-30 04:33:03.31376+00",NULL,"2023-11-30 04:33:03.31376+00",NULL,836
2829,"RCS - Farmacia San Miguel 2",9,False,"2023-11-30 04:33:03.31376+00",NULL,"2023-11-30 04:33:03.31376+00",NULL,950
2783,"RCS - Farmacia Del Pueblo, Gurabo",9,False,"2023-11-30 04:33:03.31376+00",NULL,"2023-11-30 04:33:03.31376+00",NULL,904
2790,"RCS - FARMACIA GARCIA, HATILLO",9,False,"2023-11-30 04:33:03.31376+00",NULL,"2023-11-30 04:33:03.31376+00",NULL,911
3047,"RCS - Hopkins Center Drug",9,False,"2023-11-30 04:33:03.31376+00",NULL,"2023-11-30 04:33:03.31376+00",NULL,1168
2774,"RCS - FARMACIA CAMPO ALEGRE, HATILLO",9,False,"2023-11-30 04:33:03.31376+00",NULL,"2023-11-30 04:33:03.31376+00",NULL,895
3152,"RCS - KOMED HOLMAN PHARMACY, CHICAGO",9,False,"2023-11-30 04:33:03.31376+00",NULL,"2023-11-30 04:33:03.31376+00",NULL,1273
2702,"RCS - ELIZABETH PHARMACY, ELIZABETH",9,False,"2023-11-30 04:33:03.31376+00",NULL,"2023-11-30 04:33:03.31376+00",NULL,823
2842,"RCS - FARMACIAS SAVIA #1",9,False,"2023-11-30 04:33:03.31376+00",NULL,"2023-11-30 04:33:03.31376+00",NULL,963
2902,"RCS - Gelson's Pharmacy - DEL MAR",9,False,"2023-11-30 04:33:03.31376+00",NULL,"2023-11-30 04:33:03.31376+00",NULL,1023
2753,"RCS - FAMILY DRUG MART OF BRANDON, mandeville",9,False,"2023-11-30 04:33:03.31376+00",NULL,"2023-11-30 04:33:03.31376+00",NULL,874
2997,"RCS - Healthsmart Pharmacy--Claremont",9,False,"2023-11-30 04:33:03.31376+00",NULL,"2023-11-30 04:33:03.31376+00",NULL,1118
2974,"RCS - Hartford Pharmacy II, Hartford",9,False,"2023-11-30 04:33:03.31376+00",NULL,"2023-11-30 04:33:03.31376+00",NULL,1095
2959,"RCS - HARBIN DISCOUNT PHARMACY",9,False,"2023-11-30 04:33:03.31376+00",NULL,"2023-11-30 04:33:03.31376+00",NULL,1080
2946,"RCS - Guice Pharmacy",9,False,"2023-11-30 04:33:03.31376+00",NULL,"2023-11-30 04:33:03.31376+00",NULL,1067
3039,"RCS - HOMETOWN PHARMACY, POST",9,False,"2023-11-30 04:33:03.31376+00",NULL,"2023-11-30 04:33:03.31376+00",NULL,1160
3550,"RCS - Medicine Shoppe, Shawnee - #0736",9,False,"2023-11-30 04:39:43.328132+00",NULL,"2023-11-30 04:39:43.328132+00",NULL,1671
3267,"RCS - Manson Pharmacy, Briarwood",9,False,"2023-11-30 04:39:43.328132+00",NULL,"2023-11-30 04:39:43.328132+00",NULL,1388
3298,"RCS - MCEWEN PRESCRIPTION SHOP, MCEWEN",9,False,"2023-11-30 04:39:43.328132+00",NULL,"2023-11-30 04:39:43.328132+00",NULL,1419
3463,"RCS - Medicine Shoppe, Fargo - #1169",9,False,"2023-11-30 04:39:43.328132+00",NULL,"2023-11-30 04:39:43.328132+00",NULL,1584
3225,"RCS - LOMA LINDA PHARMACY",9,False,"2023-11-30 04:39:43.328132+00",NULL,"2023-11-30 04:39:43.328132+00",NULL,1346
3532,"RCS - Medicine Shoppe, Pittsburgh - #1440",9,False,"2023-11-30 04:39:43.328132+00",NULL,"2023-11-30 04:39:43.328132+00",NULL,1653
3385,"RCS - Medicine Shoppe 1088",9,False,"2023-11-30 04:39:43.328132+00",NULL,"2023-11-30 04:39:43.328132+00",NULL,1506
3273,"RCS - MARINELLIS VILLAGE PHARMACY, ELMSFORD",9,False,"2023-11-30 04:39:43.328132+00",NULL,"2023-11-30 04:39:43.328132+00",NULL,1394
3370,"RCS - Medicap Pharmacy, Red Oak - #8282",9,False,"2023-11-30 04:39:43.328132+00",NULL,"2023-11-30 04:39:43.328132+00",NULL,1491
3642,"RCS - MONUMENT HEALTH HOME PLUS PHAR",9,False,"2023-11-30 04:39:43.328132+00",NULL,"2023-11-30 04:39:43.328132+00",NULL,1763
3499,"RCS - Medicine Shoppe, Mandan - #0977",9,False,"2023-11-30 04:39:43.328132+00",NULL,"2023-11-30 04:39:43.328132+00",NULL,1620
3262,"RCS - MAIL-MEDS CLINICAL PHARMACY, TALLAHASSEE",9,False,"2023-11-30 04:39:43.328132+00",NULL,"2023-11-30 04:39:43.328132+00",NULL,1383
3219,"RCS - Lizzas Apothecare Pharmacy, Uniontown",9,False,"2023-11-30 04:39:43.328132+00",NULL,"2023-11-30 04:39:43.328132+00",NULL,1340
3500,"RCS - Medicine Shoppe, Marion - #0751",9,False,"2023-11-30 04:39:43.328132+00",NULL,"2023-11-30 04:39:43.328132+00",NULL,1621
3386,"RCS - Medicine Shoppe 2000",9,False,"2023-11-30 04:39:43.328132+00",NULL,"2023-11-30 04:39:43.328132+00",NULL,1507
3207,"RCS - LifeSmart Rx Pharmacy",9,False,"2023-11-30 04:39:43.328132+00",NULL,"2023-11-30 04:39:43.328132+00",NULL,1328
2436,"RCS - Canaan Bokjee Pharmaceutical Care, Los Angeles",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,557
2459,"RCS - Care Plus Pharmacy Inc",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,580
2403,"RCS - BROULIMS PHARMACY #6",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,524
2208,"RCS - Altru Retail Pharmacy",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,329
2371,"RCS - BMH Yorktown Healthcare Pharmacy",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,492
2495,"RCS - Central Drugs",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,616
2544,"RCS - COASTAL PHARMACY, INGLESIDE",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,665
2217,"RCS - AMERICAS #1 HEALTH STORE, MADISONVILLE",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,338
2476,"RCS - CARLSBAD VILLAGE PHARMACY, CARLSBAD",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,597
2469,"RCS - CARILION CLINIC PHARMACY SPECIALTY",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,590
2288,"RCS - Baptist Health Floyd Outpatien, NEW ALBANY",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,409
2280,"RCS - AWADCARE PHARMACY INC RET, CENTRAL VALLEY",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,401
2493,"RCS - Central Avenue Pharmacy",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,614
2489,"RCS - CEDENOS PHARMACY, PERTH AMBOY",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,610
2461,"RCS - CARE RX, LAKE WORTH",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,582
2656,"RCS - Dokimos Nevada City Pharmacy",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,777
2449,"RCS - CAPE FEAR DISCOUNT DRUGS - HOP, HOPE MILLS",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,570
2408,"RCS - Broulim's Pharmacy Alpine #14",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,529
2387,"RCS - Brentwood Pharmacy Rx, Brentwood",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,508
2529,"RCS - CITY DRUG STORE, HUGO",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,650
2574,"RCS - COURT HOUSE PHARMACY, JERSEY CITY",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,695
2458,"RCS - CARE PHARMACY, BRONX",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,579
2298,"RCS - Barnabas Health Retail Pharmacy, MMC",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,419
2638,"RCS - Delaune`s Pharmacy and Home Medical",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,759
2606,"RCS - CURENTA - ALHAMBRA",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,727
2331,"RCS - Belvedere Pharmacy, BALTIMORE",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,452
2551,"RCS - Colonial Heights Pharmacy",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,672
2207,"RCS - ALPHASCRIPT, SAN CARLOS",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,328
2398,"RCS - BROULIMS PHARMACY #10",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,519
2409,"RCS - Broulim's Pharmacy Broadway",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,530
2639,"RCS - Delmarva Pharmacy",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,760
2334,"RCS - BERKLEY PHARMACY",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,455
2359,"RCS - Birch Run Drugs",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,480
2330,"RCS - Bellwood Pharmacy",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,451
2345,"RCS - BESTCARE PHARMACY MORA LLC, Mora",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,466
2260,"RCS - ARcare Pharmacy 13",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,381
2601,"RCS - Crosby's Drug Inc",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,722
2596,"RCS - Credena Health, Tarzana",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,717
2632,"RCS - DB Medical Supplies INC, Bronx",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,753
2327,"RCS - Bells Market Pharmacy",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,448
2541,"RCS - Clinkscales Drugs",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,662
2451,"RCS - CAPITOL DRUGS, SHERMAN OAKS",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,572
2651,"RCS - DIVINE PHARMACY, EDINBURG",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,772
2569,"RCS - CompleteCare Community Pharmacy, Vineland",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,690
2534,"RCS - Clark's Market",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,655
2385,"RCS - Braswell Drugs",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,506
2364,"RCS - BLOOMING GROVE PHARMACY, MONROE",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,485
2553,"RCS - Colton Pharmacy",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,674
2389,"RCS - Bridger's Drug Store",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,510
2503,"RCS - CENTURY PHARMACY, LOWELL",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,624
2319,"RCS - BEACH PHARMACY, GULFPORT",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,440
2287,"RCS - BAPTIST HEALTH BRECKENRIDGE COMMUNI",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,408
2514,"RCS - Cheek Pharmacy Inc, Cross City",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,635
2502,"RCS - Centreville Drugs dba Edwards Pharmacy",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,623
2421,"RCS - BURNHAM DRUGS #6",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,542
2583,"RCS - Credena Health Pharmacy, CENTRALIA",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,704
2588,"RCS - Credena Health Pharmacy, OLYMPIA",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,709
2368,"RCS - Blue Devil Drug",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,489
2381,"RCS - BOZEMAN CHP PHARMACY",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,502
2228,"RCS - ANDREWS PACKAGING PHARMACY INC, LOUISVILLE",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,349
2619,"RCS - DARLINGTON PHARMACY INC, DARLINGTON",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,740
2184,"RCS - Acton Pharmacy",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,305
2438,"RCS - CANNON APOTHECARY",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,559
2171,"RCS - 986 PHARMACY, Monterey Park",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,292
2264,"RCS - ARVADA PHARMACY AND MEDICAL SU",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,385
2562,"RCS - COMMUNITY PHARMACY & SURGICAL INC, JERSEY CITY",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,683
2223,"RCS - Anderson Bros T&C Pharmacy",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,344
2470,"RCS - Carilion Lobby",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,591
2607,"RCS - CUREWELL PHARMACY, FRANKLIN SQUARE",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,728
2230,"RCS - Anile Pharmacy",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,351
2192,"RCS - Al Kosto",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,313
2633,"RCS - DDE PHARMACY, ROWLAND HEIGHTS",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,754
2462,"RCS - Care South, ZACHARY",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,583
2383,"RCS - Brashears Pharmacy",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,504
2225,"RCS - Anderson Drug",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,346
2620,"RCS - DAVES PHARMACY",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,741
2487,"RCS - CECIL'S PHARMACY",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,608
2509,"RCS - Charlottes Hometown Pharmacy",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,630
2414,"RCS - BUCKHEAD PHARMACY, MAYFIELD VILLAGE",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,535
2188,"RCS - Advant-Edge Pharmacy",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,309
2530,"RCS - CITY PHARMACY, FLUSHING",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,651
2242,"RCS - APPLE PHARMACY #2, Palmview",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,363
2428,"RCS - Camarena Pharmacy, Madera",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,549
2169,"RCS - 986 Pharmacy #8010",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,290
2471,"RCS - CARILION MEDICAL CENTER",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,592
2300,"RCS - Barnabas Health Retail Pharmacy, SBMC",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,421
2589,"RCS - Credena Health Pharmacy, Orange",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,710
2266,"RCS - ASPIRUS CLINIC PHARMACY, WAUSAU",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,387
2271,"RCS - ATLANTIS PHARMACY RX LLC, ATLANTIS",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,392
2219,"RCS - AN NOOR PHARMACY INC",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,340
2172,"RCS - 986 PHARMACY, TEMPLE CITY",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,293
2654,"RCS - DMK PHARMACY, EL CAJON",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,775
2460,"RCS - CARE POINT PHARMACY",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,581
2386,"RCS - Braun Pharmacare",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,507
2366,"RCS - BLOOMSDALE PHARMACY, BLOOMSDALE",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,487
2465,"RCS - CAREPAK PHARMACY",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,586
2196,"RCS - ALL RX PHARMACY INC, FLUSHING",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,317
2374,"RCS - Boones Creek Pharmacy",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,495
2244,"RCS - Apple Pharmacy #4, MCALLEN",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,365
2481,"RCS - Castleton Pharmacy Corp",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,602
2232,"RCS - ANNAPOLIS PROFESSIONAL PHARMACY",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,353
2347,"RCS - Better Life Pharmacy - NEW BRUNSWICK",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,468
